Fecha Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
23/10/2006
29/01/2007
30/04/2007
30/07/2007
29/10/2007
28/01/2008
28/04/2008
28/07/2008
28/10/2008
28/01/2009
28/04/2009
28/07/2009
28/10/2009
28/01/2010
28/04/2010
28/07/2010
28/10/2010
28/01/2011
28/04/2011
28/07/2011
28/10/2011
30/01/2012
30/04/2012
30/07/2012
29/10/2012
28/01/2013
29/04/2013
29/07/2013
28/10/2013
28/01/2014
28/04/2014
28/07/2014
28/10/2014
28/01/2015
28/04/2015
28/07/2015
28/10/2015
28/01/2016
28/04/2016
28/07/2016
28/10/2016
30/01/2017
28/04/2017
28/07/2017
30/10/2017
29/01/2018
30/04/2018
30/07/2018
29/10/2018
28/01/2019
29/04/2019
29/07/2019
28/10/2019
28/01/2020
28/04/2020
28/07/2020
28/10/2020
28/01/2021
28/04/2021
28/07/2021
28/10/2021
28/01/2022
28/04/2022
28/07/2022
28/10/2022
30/01/2023
28/04/2023
28/07/2023
30/10/2023
29/01/2024,2.276,66
3.302,70
3.181,45
3.071,13
2.995,46
2.952,85
2.865,78
2.781,16
2.698,93
2.619,01
2.541,35
2.465,88
2.392,55
2.321,28
2.252,03
2.184,75
2.119,37
2.055,84
1.994,12
1.934,14
1.875,88
1.636,47
1.587,00
1.538,94
1.492,25
1.446,89
1.402,82
1.360,02
1.318,44
1.278,05
1.238,82
1.200,72
1.163,71
1.127,76
1.092,85
1.058,95
1.026,02
994,04
962,99
932,83
903,55
875,12
847,51
820,70
794,68
769,41
744,88
721,06
697,94
675,50
653,71
632,57
612,04
592,12
572,78
554,02
535,81
518,13
500,98
484,34
9.751,24
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,986,81
892,99
862,81
833,74
805,67
778,30
751,32
733,10
707,41
667,64
651,12
634,80
612,02
577,09
562,29
547,66
527,48
496,86
483,60
470,49
462,46
430,56
415,60
401,10
387,04
373,40
360,18
347,36
338,62
319,34
311,21
303,18
292,09
275,22
267,98
260,83
251,04
238,94
229,85
223,48
219,54
197,54
196,28
194,75
181,03
173,77
166,74
159,93
153,35
146,97
140,79
134,82
130,46
123,45
118,04
114,04
108,92
101,71
98,11
94,56
90,09
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,-100.000,00
3.263,46
4.195,68
4.044,25
3.904,87
3.801,13
3.731,15
3.617,10
3.514,26
3.406,33
3.286,65
3.192,47
3.100,68
3.004,56
2.898,37
2.814,33
2.732,41
2.646,85
2.552,70
2.477,71
2.404,63
2.338,34
2.067,03
2.002,60
1.940,04
1.879,29
1.820,29
1.763,01
1.707,38
1.657,06
1.597,39
1.550,03
1.503,90
1.455,80
1.402,99
1.360,83
1.319,77
1.277,06
1.232,98
1.192,84
1.156,32
1.123,09
1.072,66
1.043,79
1.015,45
975,71
943,18
911,62
881,00
851,29
822,47
794,51
767,39
742,50
715,57
690,82
668,06
644,73
619,85
599,09
578,90
9.841,32
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,2,28%
3,30%
3,18%
3,07%
3,00%
2,95%
2,87%
2,78%
2,70%
2,62%
2,54%
2,47%
2,39%
2,32%
2,25%
2,18%
2,12%
2,06%
1,99%
1,93%
1,88%
1,64%
1,59%
1,54%
1,49%
1,45%
1,40%
1,36%
1,32%
1,28%
1,24%
1,20%
1,16%
1,13%
1,09%
1,06%
1,03%
0,99%
0,96%
0,93%
0,90%
0,88%
0,85%
0,82%
0,79%
0,77%
0,74%
0,72%
0,70%
0,68%
0,65%
0,63%
0,61%
0,59%
0,57%
0,55%
0,54%
0,52%
0,50%
0,48%
9,75%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%,97,72%
94,42%
91,24%
88,17%
85,17%
82,22%
79,35%
76,57%
73,87%
71,25%
68,71%
66,25%
63,86%
61,53%
59,28%
57,10%
54,98%
52,92%
50,93%
48,99%
47,12%
45,48%
43,89%
42,36%
40,86%
39,42%
38,01%
36,65%
35,33%
34,06%
32,82%
31,62%
30,45%
29,33%
28,23%
27,17%
26,15%
25,15%
24,19%
23,26%
22,35%
21,48%
20,63%
19,81%
19,02%
18,25%
17,50%
16,78%
16,08%
15,41%
14,75%
14,12%
13,51%
12,92%
12,34%
11,79%
11,25%
10,74%
10,24%
9,75%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%,100.000,00
97.723,34
94.420,65
91.239,20
88.168,07
85.172,61
82.219,76
79.353,98
76.572,81
73.873,88
71.254,87
68.713,52
66.247,64
63.855,09
61.533,81
59.281,77
57.097,02
54.977,66
52.921,82
50.927,70
48.993,56
47.117,68
45.481,21
43.894,21
42.355,27
40.863,02
39.416,14
38.013,31
36.653,29
35.334,85
34.056,80
32.817,97
31.617,25
30.453,54
29.325,78
28.232,92
27.173,98
26.147,96
25.153,91
24.190,93
23.258,09
22.354,54
21.479,42
20.631,91
19.811,21
19.016,53
18.247,12
17.502,24
16.781,18
16.083,24
15.407,74
14.754,03
14.121,46
13.509,42
12.917,31
12.344,52
11.790,51
11.254,70
10.736,57
10.235,58
9.751,24
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
,100.000,00,23.117,55,123.117,55,100,00%,,
