Elaborado con datos a 21/09/2006,
,EMISIÓN CAIXA PENEDES 1 TDA, FONDO DE TITULIZACIÓN DE ACTIVOS
(División por Vencimiento Residual)
,
,VENCIMIENTO
VENCIMIENTO VENCIMIENTO INICIAL RESIDUAL TIPO ACTUAL
SALDO ACTUAL SALDO Máx. TIPO
RESIDUAL NUM PONDERADO POR PONDERADO POR PONDERADO POR Min. TIPO ACTUAL
EUROS ACTUAL % ACTUAL
MESES SALDO INICIAL (meses) SALDO ACTUAL SALDO ACTUAL
(meses)
,24,00 - 36,00 1 4 8.883,76 0,00 71 34 4,300 4,300 4,300
36,00 - 48,00 4 1 62.721,92 0,02 85 44 3,780 3,433 4,200
48,00 - 60,00 6 3 88.608,02 0,04 118 56 3,950 3,750 4,000
60,00 - 72,00 1 9 1 .010.303,64 0,10 120 67 3,860 3,342 4,250
72,00 - 84,00 3 6 1 .880.840,94 0,18 122 78 3,770 2,870 4,500
84,00 - 96,00 5 4 2 .954.866,68 0,28 128 90 3,720 2,918 4,401
96,00 - 108,00 7 0 4 .818.417,39 0,45 136 102 3,670 2,853 4,350
108,00 - 120,00 8 8 5 .457.651,46 0,51 165 114 3,820 2,918 4,500
120,00 - 132,00 1 19 7 .297.332,58 0,69 172 126 3,830 2,918 4,500
132,00 - 144,00 1 16 7 .911.666,52 0,75 179 138 3,720 2,973 4,401
144,00 - 156,00 1 63 12.355.811,61 1,16 182 150 3,610 2,818 4,308
156,00 - 168,00 1 95 14.589.380,57 1,37 195 162 3,690 2,853 4,500
168,00 - 180,00 2 42 16.757.602,71 1,58 229 173 3,790 2,818 4,750
180,00 - 192,00 2 16 15.326.723,33 1,44 237 186 3,840 2,853 4,750
192,00 - 204,00 3 08 24.958.693,52 2,35 238 197 3,670 2,853 4,500
204,00 - 216,00 2 92 26.711.788,89 2,52 241 210 3,590 2,853 4,721
216,00 - 228,00 3 15 29.747.278,33 2,80 250 222 3,640 2,818 4,808
228,00 - 240,00 4 29 33.936.111,71 3,20 289 234 3,800 2,750 4,750
240,00 - 252,00 5 05 42.812.708,03 4,03 298 246 3,850 2,918 4,750
252,00 - 264,00 5 72 55.669.587,40 5,25 299 258 3,690 2,918 4,500
264,00 - 276,00 5 65 56.842.988,53 5,36 300 270 3,590 2,853 4,450
276,00 - 288,00 5 21 62.360.172,70 5,88 304 281 3,630 2,818 4,500
288,00 - 300,00 2 83 28.380.297,49 2,67 339 293 3,720 2,800 4,558
300,00 - 312,00 3 22 31.705.193,39 2,99 357 307 3,820 2,818 4,500
312,00 - 324,00 7 36 77.536.945,82 7,31 360 318 3,700 2,853 4,600
324,00 - 336,00 1 .425 178.876.332,87 16,85 360 330 3,600 2,750 4,550
336,00 - 348,00 1 .719 259.247.282,85 24,43 360 342 3,620 2,753 4,651
348,00 - 360,00 3 49 61.133.675,97 5,76 360 349 3,330 2,750 4,789
396,00 - 408,00 2 4 00.299,53 0,04 421 397 3,580 2,818 4,200
,TOTALES 9.672 1.061.280.168,16 100 322 290 3,650 2,750 4,808
,
