Fecha Pago,Amortización,Interés Bruto,Total,% Saldo Inicial,% Saldo Vivo,Saldo Vivo
23/10/2006
29/01/2007
30/04/2007
30/07/2007
29/10/2007
28/01/2008
28/04/2008
28/07/2008
28/10/2008
28/01/2009
28/04/2009
28/07/2009
28/10/2009
28/01/2010
28/04/2010
28/07/2010
28/10/2010
28/01/2011
28/04/2011
28/07/2011
28/10/2011
30/01/2012
30/04/2012
30/07/2012
29/10/2012
28/01/2013
29/04/2013
29/07/2013
28/10/2013
28/01/2014
28/04/2014
28/07/2014
28/10/2014
28/01/2015
28/04/2015
28/07/2015
28/10/2015
28/01/2016
28/04/2016
28/07/2016
28/10/2016
30/01/2017
28/04/2017
28/07/2017
30/10/2017
29/01/2018
30/04/2018
30/07/2018
29/10/2018
28/01/2019
29/04/2019
29/07/2019
28/10/2019
28/01/2020
28/04/2020
28/07/2020
28/10/2020
28/01/2021
28/04/2021
28/07/2021
28/10/2021
28/01/2022
28/04/2022
28/07/2022
28/10/2022
30/01/2023
28/04/2023
28/07/2023
30/10/2023
29/01/2024,3.253,09
4.672,29
4.443,52
4.232,35
4.060,26
3.923,79
3.750,30
3.584,27
3.425,37
3.273,32
3.127,81
2.988,58
2.855,35
2.727,88
2.605,92
2.238,92
2.138,51
2.042,45
1.950,56
1.862,67
1.778,59
1.698,17
1.621,25
1.547,69
1.477,34
1.410,06
1.345,73
1.284,21
1.225,39
1.169,15
1.115,39
1.063,99
1.014,85
967,88
922,99
880,08
839,07
799,87
762,42
726,63
692,44
659,77
628,56
598,74
570,26
543,06
9.499,22
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,986,81
884,07
841,37
800,77
762,09
724,99
689,13
662,06
628,95
584,32
560,90
538,17
510,56
473,65
453,99
434,90
414,22
385,89
371,51
357,57
347,77
320,41
304,90
290,08
275,94
262,44
249,55
237,26
228,00
211,97
203,64
195,57
185,74
172,53
165,61
158,90
150,77
141,46
134,15
128,59
124,52
110,45
108,19
105,83
96,98
91,77
86,80
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,-100.000
4.239,89
5.556,35
5.284,89
5.033,11
4.822,35
4.648,78
4.439,43
4.246,33
4.054,32
3.857,63
3.688,71
3.526,74
3.365,91
3.201,53
3.059,90
2.673,82
2.552,73
2.428,34
2.322,07
2.220,24
2.126,35
2.018,58
1.926,15
1.837,77
1.753,28
1.672,50
1.595,28
1.521,47
1.453,39
1.381,12
1.319,03
1.259,56
1.200,60
1.140,42
1.088,59
1.038,98
989,84
941,34
896,58
855,22
816,96
770,23
736,75
704,57
667,24
634,83
9.586,03
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00,3,25%
4,67%
4,44%
4,23%
4,06%
3,92%
3,75%
3,58%
3,43%
3,27%
3,13%
2,99%
2,86%
2,73%
2,61%
2,24%
2,14%
2,04%
1,95%
1,86%
1,78%
1,70%
1,62%
1,55%
1,48%
1,41%
1,35%
1,28%
1,23%
1,17%
1,12%
1,06%
1,01%
0,97%
0,92%
0,88%
0,84%
0,80%
0,76%
0,73%
0,69%
0,66%
0,63%
0,60%
0,57%
0,54%
9,50%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%,96,75%
92,07%
87,63%
83,40%
79,34%
75,41%
71,66%
68,08%
64,65%
61,38%
58,25%
55,27%
52,41%
49,68%
47,08%
44,84%
42,70%
40,66%
38,71%
36,84%
35,06%
33,37%
31,74%
30,20%
28,72%
27,31%
25,96%
24,68%
23,45%
22,29%
21,17%
20,11%
19,09%
18,12%
17,20%
16,32%
15,48%
14,68%
13,92%
13,19%
12,50%
11,84%
11,21%
10,61%
10,04%
9,50%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%
0,00%,100.000,00
96.746,91
92.074,63
87.631,10
83.398,76
79.338,50
75.414,71
71.664,41
68.080,15
64.654,77
61.381,46
58.253,65
55.265,07
52.409,72
49.681,84
47.075,92
44.837,01
42.698,50
40.656,05
38.705,48
36.842,82
35.064,23
33.366,06
31.744,81
30.197,12
28.719,78
27.309,71
25.963,99
24.679,77
23.454,38
22.285,23
21.169,84
20.105,85
19.091,00
18.123,12
17.200,13
16.320,06
15.480,99
14.681,12
13.918,70
13.192,06
12.499,62
11.839,85
11.211,29
10.612,55
10.042,28
9.499,22
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
0,00
,100.000,00,17.155,73,117.155,73,100,00%,,
