Elaborado con datos a 21/09/2006,
,EMISIÓN CAIXA PENEDES 1 TDA, FONDO DE TITULIZACIÓN DE ACTIVOS
(División por Fecha de Próxima Revisión de Tipo de Interés)
,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
FECHA DE PRÓXIMA INICIAL RESIDUAL
SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
REVISIÓN DE TIPO (año- NUM PONDERADO PONDERADO
EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
mes) POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses)
,200603 7 20 7 4.632.958,92 7,03 322 287 3,620 3,283 4,151
200604 7 78 8 5.041.378,50 8,01 319 287 3,730 3,383 4,250
200605 8 18 8 9.550.762,34 8,44 320 288 3,850 3,564 4,500
200606 9 02 1 02.839.562,60 9,69 324 294 3,970 3,705 4,500
200607 1 .212 1 33.376.922,12 12,57 319 288 4,070 3,265 4,808
200608 4 93 5 1.826.375,36 4,88 323 293 4,210 2,943 4,750
200609 6 87 7 8.300.155,78 7,38 324 295 3,850 2,753 4,789
200610 8 56 9 7.467.463,15 9,18 321 291 3,200 2,750 4,000
200611 9 20 1 03.063.110,39 9,71 327 298 3,220 2,750 4,000
200612 8 30 9 0.220.968,71 8,50 324 293 3,200 2,820 4,000
200701 6 46 6 8.741.509,32 6,48 320 286 3,360 3,000 4,000
200702 6 99 7 4.173.028,84 6,99 317 283 3,500 3,250 4,250
200703 1 11 12.045.972,13 1,14 320 293 3,600 3,333 4,033
,TOTALES 9.672 1.061.280.168,16 100 322 290 3,650 2,750 4,808
71,
