FECHA DE FORMALIZACIÓN DE LOS PRÉSTAMOS HIPOTECARIOS
Intervalo Saldos vivos Préstamos
(miles de euros) % nº %
1/02/1991 - 31/12/1999 7.782,38 0,93 258 3,05
1/01/2000 - 30/06/2000 2.245,20 0,26 35 0,41
1/07/2000 - 31/12/2000 1.660,04 0,19 29 0,34
1/01/2001 - 30/06/2001 4.800,48 0,57 72 0,85
1/07/2001 - 31/12/2001 9.626,15 1,15 128 1,51
1/01/2002 - 30/06/2002 10.240,16 1,22 113 1,33
1/07/2002 - 31/12/2002 46.076,76 5,53 518 6,12
1/01/2003 - 30/06/2003 186.975,86 22,44 2.060 24,36
1/07/2003 - 31/12/2003 404.608,66 48,57 3.802 44,96
1/01/2004 - 27/02/2004 159.004,42 19,08 1.440 17,03
Totales: 833.020.160,14 100,00 8.455 100,00
