Cartera de préstamos hipotecarios al día 31.03.2007
Clasificación por periodo de carencia de amortización del principal,,
Vencimiento del periodo de
carencia de principal,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Sin Carencia,18.395 98,77,1.996.604.630,77 97,79
Del 01/04/2007 al 30/06/2007,81 0,43,15.908.080,56 0,78
Del 01/07/2007 al 30/09/2007,74 0,40,12.989.169,80 0,64
Del 01/10/2007 al 31/12/2007,18 0,10,4.043.585,76 0,20
Del 01/01/2008 al 31/03/2008,6 0,03,2.197.437,55 0,11
Del 01/04/2008 al 30/06/2008,13 0,07,3.236.915,00 0,16
Del 01/07/2008 al 30/09/2008,24 0,13,4.992.212,28 0,24
Del 01/10/2008 al 31/12/2008,10 0,05,1.541.728,94 0,08
Del 01/04/2009 al 30/06/2009,2 0,01,114.078,14 0,01
Del 01/01/2010 al 31/03/2010,1 0,01,63.334,95 0,00
Total 18.624 100,00 2.041.691.173,75 100,00,,
