Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por fecha formalización del préstamo,,
Intervalo de fechas,Préstamos hipotecarios
%,Principal pendiente
(euros) %
01/01/1992 a 30/06/1992,1 0,00,24.221,56 0,00
01/07/1993 a 31/12/1993,3 0,01,59.982,96 0,00
01/01/1994 a 30/06/1994,3 0,01,92.025,72 0,00
01/07/1994 a 31/12/1994,15 0,07,626.554,29 0,03
01/01/1995 a 30/06/1995,18 0,08,608.487,21 0,03
01/07/1995 a 31/12/1995,12 0,05,275.794,55 0,01
01/01/1996 a 30/06/1996,18 0,08,463.119,36 0,02
01/07/1996 a 31/12/1996,18 0,08,468.834,54 0,02
01/01/1997 a 30/06/1997,25 0,11,566.252,81 0,03
01/07/1997 a 31/12/1997,71 0,31,1.671.496,22 0,08
01/01/1998 a 30/06/1998,55 0,24,1.217.782,55 0,06
01/07/1998 a 31/12/1998,68 0,30,1.467.842,55 0,07
01/01/1999 a 30/06/1999,88 0,39,2.518.863,45 0,11
01/07/1999 a 31/12/1999,94 0,41,2.291.371,12 0,10
01/01/2000 a 30/06/2000,108 0,48,3.559.299,96 0,16
