Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por tipos de interés nominales máximos aplicables,,,
Intervalo % Tipo Interés
máximo,Préstamos hipotecarios
%,Principal pendiente
(euros) %,%Tipo*
interés máx.
10,00 - 10,49,41 0,18,3.980.348,12 0,18,10,00
10,50 - 10,99,2 0,01,94.455,29 0,00,10,50
11,00 - 11,49,2 0,01,411.959,06 0,02,11,00
12,00 - 12,49,4.692 20,64,384.138.189,30 17,41,12,00
12,50 - 12,99,1 0,00,63.265,72 0,00,12,50
13,00 - 13,49,20 0,09,1.476.285,50 0,07,13,00
13,50 - 13,99,2 0,01,59.381,17 0,00,13,50
14,00 - 14,49,72 0,32,3.905.485,50 0,18,14,00
15,00 - 15,49,4.466 19,65,420.015.836,20 19,04,15,00
16,00 - 16,49,871 3,83,71.146.784,19 3,22,16,00
17,00 - 17,49,5 0,02,127.039,81 0,01,17,00
18,00 - 18,49,2.643 11,63,355.089.745,24 16,09,18,00
20,00 - 20,49,3 0,01,358.987,23 0,02,20,00
25,00 - 25,49,163 0,72,11.676.852,72 0,53,25,00
28,00 - 28,49,216 0,95,35.318.256,20 1,60,28,00
29,00 - 29,49,1 0,00,86.616,10 0,00,29,00
30,00 - 30,49,2.861 12,59,298.093.812,89 13,51,30,00
40,00 - 40,49,2 0,01,47.203,22 0,00,40,00
Sin T.I.N. máximo aplicable,6.668 29,33,620.236.427,57 28,11,
Total 22.731 100,00 2.206.326.931,03 100,00,,,
*Tipo de interé s n ominal medio d e l intervalo ponderado por el principal pendiente.,,,
