Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por Entidad Cedente,,
Entidad Cedente,Préstamos
Nº. %,Principal pendiente
(euros) %
CAJA RURAL DE GIJÓN,68 0,30,9.493.291,26 0,43
CAJA RURAL DE NAVARRA,2.660 11,70,355.293.895,13 16,10
CAJA RURAL DE EXTREMADURA,590 2,60,46.226.559,98 2,10
CAJA RURAL DE ARAGÓN,1.080 4,75,117.707.823,48 5,34
CAJA RURAL DE GRANADA,3.830 16,85,295.022.052,38 13,37
CAJA RURAL DE ASTURIAS,2.138 9,41,158.498.946,57 7,18
CAJA RURAL DE CÓRDOBA,345 1,52,35.728.714,08 1,62
CAJA RURAL DE JAEN,1.037 4,56,78.529.868,57 3,56
CAJA RURAL DE TENERIFE,421 1,85,41.243.674,62 1,87
CAJA RURAL DE TERUEL,349 1,54,38.501.945,66 1,75
CAJA RURAL DEL MEDITERRÁNEO, RURALCAJA,5.989 26,35,542.743.860,43 24,60
CAJA RURAL DE ZAMORA,382 1,68,33.151.134,58 1,50
CAIXA RURAL SANT VICENT FERRER DE LA VALL D UIXO,77 0,34,6.513.456,41 0,30
CAIXA RURAL LA VALL SAN ISIDRO,101 0,44,14.952.667,14 0,68
CAIXA RURAL D ALGEMESI,370 1,63,28.817.822,35 1,31
CAJA RURAL SAN JOSE DE NULES,182 0,80,18.214.058,11 0,83
CAIXA RURAL DE BALEARS,220 0,97,35.908.775,89 1,63
CAIXA POPULAR-CAIXA RURAL,89 0,39,16.702.581,61 0,76
CAJA RURAL DEL SUR,2.163 9,52,233.436.787,15 10,58
CREDIT VALENCIA,169 0,74,24.190.117,50 1,10
CAJA RURAL ARAGONESA Y DE LOS PIRINEOS,471 2,07,75.448.898,13 3,42
Total 22.731 100,00 2.206.326.931,03 100,00,,
