Cartera de préstamos hipotecarios al día 19.05.2008
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios,Principal pendiente,(%) Principal
pendiente/
V. Tasación *
,%,(euros) %,
30,01 - 35,00,1.103 4,85,67.757.586,99 3,07,32,61
35,01 - 40,00,1.231 5,42,89.057.555,85 4,04,37,59
40,01 - 45,00,1.255 5,52,101.069.381,96 4,58,42,63
45,01 - 50,00,1.429 6,29,127.606.653,99 5,78,47,64
50,01 - 55,00,1.547 6,81,151.650.563,51 6,87,52,52
55,01 - 60,00,1.725 7,59,175.043.972,03 7,93,57,56
60,01 - 65,00,1.878 8,26,200.043.283,57 9,07,62,60
65,01 - 70,00,2.075 9,13,230.299.340,28 10,44,67,63
70,01 - 75,00,2.440 10,73,285.489.912,26 12,94,72,61
75,01 - 80,00,3.646 16,04,472.431.496,62 21,41,77,58
80,01 - 85,00,290 1,28,45.517.734,55 2,06,82,20
85,01 - 90,00,254 1,12,40.181.970,18 1,82,87,61
90,01 - 95,00,236 1,04,40.302.985,39 1,83,92,53
95,01 - 100,00,242 1,06,40.025.429,05 1,81,97,39
To ta l 22.731 100,00 2.206.326.931,03 100,00,,,
Media Pondera da: 62,31 %
Media Simple: 55,59 %
Mínimo: 2,04 %
Máximo: 99,76 %
*Relación Pri nci pal pendiente /V. Tasación s on medias p onderadas por el princip al pendient e.,,,
