CARTERA OPERACIONES DE DÍA 22 DE JUNIO DE 2017
CLASIFICACIÓN POR SALDO PENDIENTE DE LA OPERACIÓN
Intervalos Operaciones % Operaciones Importe % Importe
0 - 5.000 145.256 44,89% 479.727.224,46 16,38%
5.000 - 10.000 95.940 29,65% 678.673.990,70 23,17%
10.000 - 15.000 40.944 12,65% 504.129.622,82 17,21%
15.000 - 20.000 16.248 5,02% 281.476.068,08 9,61%
20.000 - 25.000 8.676 2,68% 193.700.864,39 6,61%
25.000 - 30.000 5.452 1,68% 149.156.569,44 5,09%
30.000 - 35.000 2.710 0,84% 87.611.049,74 2,99%
35.000 - 40.000 1.816 0,56% 67.811.165,98 2,32%
40.000 - 50.000 2.122 0,66% 95.140.667,78 3,25%
50.000 - 60.000 1.386 0,43% 75.792.519,73 2,59%
60.000 - 70.000 814 0,25% 52.555.449,59 1,79%
70.000 - 80.000 556 0,17% 41.565.955,37 1,42%
80.000 - 90.000 416 0,13% 35.168.132,08 1,20%
90.000 - 100.000 277 0,09% 26.232.529,29 0,90%
100.000 - 150.000 661 0,20% 79.277.548,03 2,71%
150.000 - 200.000 173 0,05% 29.209.077,34 1,00%
200.000 - 250.000 66 0,02% 14.717.881,95 0,50%
250.000 - 300.000 25 0,01% 6.789.516,37 0,23%
300.000 - 350.000 13 0,00% 4.154.188,82 0,14%
350.000 - 400.000 8 0,00% 2.947.271,93 0,10%
400.000 - 500.000 6 0,00% 2.626.013,31 0,09%
500.000 - 1.000.000 19 0,01% 13.022.987,64 0,44%
1.000.000 - 6.000.000 2 0,00% 7.530.000,00 0,26%
Total general 323.586 100,00% 2.929.016.294,84 100,00%
Mínimo 2.000,00
Máximo 6.000.000,00
Promedio 9.051,74
