CARTERA OPERACIONES DE DÍA 22 DE JUNIO DE 2017
CLASIFICACIÓN POR TIPO DE INTERÉS
Intervalos Operaciones % Operaciones Importe % Importe
0-1 5.231 1,62% 200.758.716,73 6,85%
1-2 24.684 7,63% 344.334.696,71 11,76%
2-3 8.929 2,76% 121.082.246,97 4,13%
3-4 8.281 2,56% 149.812.327,83 5,11%
4-5 23.379 7,22% 284.050.135,60 9,70%
5-6 13.877 4,29% 154.415.215,93 5,27%
6-7 26.564 8,21% 293.906.915,13 10,03%
7-8 11.508 3,56% 123.362.302,98 4,21%
8-9 2.968 0,92% 27.106.930,66 0,93%
9-10 51.884 16,03% 439.175.668,64 14,99%
10-11 9.534 2,95% 74.138.097,31 2,53%
11-12 9.745 3,01% 75.187.316,86 2,57%
12-13 1.707 0,53% 11.969.392,46 0,41%
13-14 7.023 2,17% 41.880.134,62 1,43%
14-15 589 0,18% 3.763.121,60 0,13%
15-16 538 0,17% 3.168.502,84 0,11%
16-17 183 0,06% 1.093.707,25 0,04%
17-18 46.425 14,35% 209.146.722,97 7,14%
18-19 89 0,03% 431.323,97 0,01%
19-20 70.420 21,76% 370.090.822,91 12,64%
20-21 23 0,01% 113.197,74 0,00%
21-22 3 0,00% 19.521,32 0,00%
22-23 2 0,00% 9.275,81 0,00%
Total general 323.586 100,00% 2.929.016.294,84 100,00%
Mínimo 0,10
Máximo 22,10
Ponderado 8,34
