CARTERA OPERACIONES DE DÍA 22 DE JUNIO DE 2017
CLASIFICACIÓN POR AÑO DE VENCIMIENTO
Año Operaciones % Operaciones Importe % Importe
2017 - 2020 94.189 29,11% 400.604.487,30 13,68%
2020 - 2025 178.892 55,28% 1.738.934.869,33 59,37%
2025 - 2030 11.177 3,45% 183.490.122,49 6,26%
2030 - 2035 20.096 6,21% 264.339.549,32 9,02%
2035 - 2040 17.349 5,36% 309.390.649,67 10,56%
2040 - 2045 627 0,19% 14.352.528,01 0,49%
2045 - 2050 1.256 0,39% 17.904.088,72 0,61%
Total general 323.586 100,00% 2.929.016.294,84 100,00%
Mínimo 30/09/2017
Máximo 10/09/2049
Ponderado 22/09/2024
Ponderado (años) 7,26
