CARTERA OPERACIONES DE DÍA 22 DE JUNIO DE 2017
CLASIFICACIÓN POR FECHA DE FORMALIZACIÓN
Año Operaciones % Operaciones Importe % Importe
2002 270 0,08% 4.630.582,34 0,16%
2003 720 0,22% 10.601.250,32 0,36%
2004 2.011 0,62% 29.818.476,44 1,02%
2005 4.116 1,27% 66.871.845,72 2,28%
2006 7.486 2,31% 129.924.102,58 4,44%
2007 9.879 3,05% 142.542.674,80 4,87%
2008 10.157 3,14% 124.138.346,03 4,24%
2009 8.030 2,48% 94.937.364,77 3,24%
2010 8.691 2,69% 91.231.079,91 3,11%
2011 5.900 1,82% 55.069.906,49 1,88%
2012 652 0,20% 8.411.062,40 0,29%
2013 1.122 0,35% 9.149.950,83 0,31%
2014 5.156 1,59% 31.425.818,83 1,07%
2015 20.319 6,28% 120.361.643,07 4,11%
2016 158.430 48,96% 1.303.490.277,40 44,50%
2017 80.647 24,92% 706.411.912,91 24,12%
Total general 323.586 100,00% 2.929.016.294,84 100,00%
Mínimo 07/01/2002
Máximo 25/04/2017
Ponderado 13/06/2014
Ponderado (años) 3,02
