CARTERA OPERACIONES DE DÍA 22 DE JUNIO DE 2017
CLASIFICACIÓN POR VENCIMIENTOS DE CARENCIA DE PRINCIPAL
Año Operaciones % Operaciones Importe % Importe
SIN CARENCIA 322.628 99,70% 2.890.390.122,94 98,68%
2017 584 0,18% 16.574.411,67 0,57%
2018 309 0,10% 13.038.162,44 0,45%
2019 51 0,02% 8.479.193,80 0,29%
2020 9 0,00% 409.553,99 0,01%
2021 4 0,00% 82.150,00 0,00%
2026 1 0,00% 42.700,00 0,00%
Total general 323.586 100,00% 2.929.016.294,84 100,00%
Mínimo 29/06/2017
Máximo 01/07/2026
Ponderado 22/04/2018
