FLUJOS POR CADA BONO SIN RETENCIÓN PARA EL TOMADOR TAA=10% (en euros),,
Fecha de Pago,Serie A,Serie B
,Ppal. Inter. Flujo
Amort Brutos Total,Ppal. Inter. Flujo
Amort Brutos Total
26/07/2017
20/12/2017
20/03/2018
20/06/2018
20/09/2018
20/12/2018
20/03/2019
20/06/2019
20/09/2019
20/12/2019
20/03/2020
20/06/2020
20/09/2020
20/12/2020
20/03/2021
20/06/2021
20/09/2021
20/12/2021,8.125,11 171,09 8.296,20
8.079,01 96,51 8.175,52
7.946,25 89,97 8.036,22
7.710,62 81,44 7.792,06
7.477,03 71,57 7.548,60
7.128,06 63,54 7.191,60
7.224,19 57,32 7.281,51
7.063,32 49,59 7.112,91
6.378,83 41,57 6.420,40
5.891,03 34,81 5.925,84
5.437,59 28,89 5.466,47
4.880,65 23,06 4.903,71
4.459,11 17,64 4.476,75
4.098,27 12,78 4.111,05
3.762,68 8,67 3.771,35
3.390,20 4,65 3.394,84
948,08 1,00 949,09,0,00 273,18 273,18
0,00 167,71 167,71
0,00 171,43 171,43
0,00 171,43 171,43
0,00 167,71 167,71
0,00 167,25 167,25
0,00 170,97 170,97
0,00 170,97 170,97
0,00 169,11 169,11
0,00 169,11 169,11
0,00 170,97 170,97
0,00 170,97 170,97
0,00 169,11 169,11
0,00 167,25 167,25
0,00 170,97 170,97
0,00 170,97 170,97
100.000,00 169,11 100.169,11
,100.000,00 854,11 100.854,11,100.000,00 2.988,20 102.988,20
