FLUJOS POR CADA BONO SIN RETENCIÓN PARA EL TOMADOR TAA=12% (en euros),,
Fecha de Pago,Serie A,Serie B
,Ppal. Inter. Flujo
Amort Brutos Total,Ppal. Inter. Flujo
Amort Brutos Total
26/07/2017
20/12/2017
20/03/2018
20/06/2018
20/09/2018
20/12/2018
20/03/2019
20/06/2019
20/09/2019
20/12/2019
20/03/2020
20/06/2020
20/09/2020
20/12/2020
20/03/2021
20/06/2021
20/09/2021,8.711,86 171,09 8.882,95
8.602,97 95,89 8.698,86
8.409,65 88,78 8.498,43
8.116,08 79,75 8.195,83
7.827,66 69,49 7.897,15
7.426,86 61,10 7.487,96
7.474,70 54,51 7.529,20
7.266,53 46,50 7.313,03
6.537,10 38,30 6.575,40
6.009,51 31,38 6.040,89
5.520,20 25,29 5.545,49
4.930,99 19,38 4.950,37
4.481,23 13,94 4.495,18
4.095,37 9,10 4.104,47
3.737,50 4,91 3.742,42
851,79 0,91 852,71,0,00 273,18 273,18
0,00 167,71 167,71
0,00 171,43 171,43
0,00 171,43 171,43
0,00 167,71 167,71
0,00 167,25 167,25
0,00 170,97 170,97
0,00 170,97 170,97
0,00 169,11 169,11
0,00 169,11 169,11
0,00 170,97 170,97
0,00 170,97 170,97
0,00 169,11 169,11
0,00 167,25 167,25
0,00 170,97 170,97
100.000,00 170,97 100.170,97
,100.000,00 810,33 100.810,33,100.000,00 2.819,09 102.819,09
