FLUJOS POR CADA BONO SIN RETENCIÓN PARA EL TOMADOR TAA=8% (en euros),,
Fecha de Pago,Serie A,Serie B
,Ppal. Inter. Flujo
Amort Brutos Total,Ppal. Inter. Flujo
Amort Brutos Total
26/07/2017
20/12/2017
20/03/2018
20/06/2018
20/09/2018
20/12/2018
20/03/2019
20/06/2019
20/09/2019
20/12/2019
20/03/2020
20/06/2020
20/09/2020
20/12/2020
20/03/2021
20/06/2021
20/09/2021
20/12/2021
20/03/2022,7.548,05 171,09 7.719,14
7.557,46 97,11 7.654,58
7.478,82 91,15 7.569,97
7.295,48 83,12 7.378,60
7.111,83 73,65 7.185,48
6.810,52 66,00 6.876,52
6.951,45 60,18 7.011,63
6.834,98 52,73 6.887,71
6.193,11 44,92 6.238,03
5.743,37 38,36 5.781,73
5.324,59 32,63 5.357,22
4.799,16 26,93 4.826,09
4.405,50 21,55 4.427,05
4.069,70 16,70 4.086,40
3.756,68 12,72 3.769,40
3.404,52 8,69 3.413,22
3.128,33 4,99 3.133,32
1.586,45 1,66 1.588,12,0,00 273,18 273,18
0,00 167,71 167,71
0,00 171,43 171,43
0,00 171,43 171,43
0,00 167,71 167,71
0,00 167,25 167,25
0,00 170,97 170,97
0,00 170,97 170,97
0,00 169,11 169,11
0,00 169,11 169,11
0,00 170,97 170,97
0,00 170,97 170,97
0,00 169,11 169,11
0,00 167,25 167,25
0,00 170,97 170,97
0,00 170,97 170,97
0,00 169,11 169,11
100.000,00 167,25 100.167,25
,100.000,00 904,20 100.904,20,100.000,00 3.155,45 103.155,45
