CARTERA OPERACIONES DE DÍA 22 DE JUNIO DE 2017
CLASIFICACIÓN POR POTENCIALES CARENCIAS DE PRINCIPAL
MESES Operaciones % Operaciones Importe % Importe
SIN CARENCIA POTENCIAL 279.660 86,43% 2.364.955.419,50 80,74%
1 - 12 36.475 11,27% 447.297.157,10 15,27%
12 - 24 6.518 2,01% 105.888.619,95 3,62%
24 - 36 207 0,06% 3.952.953,26 0,13%
36 - 48 66 0,02% 468.284,72 0,02%
48 - 60 484 0,15% 4.708.298,01 0,16%
> 60 176 0,05% 1.745.562,30 0,06%
Total general 323.586 100,00% 2.929.016.294,84 100,00%
Mínimo 1
Máximo 192
Ponderado 11,34
