CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 4
(División por Localización Geográfica de la Garantía)

PROVINCIA GARANTÍA NUM SALDO ACTUAL EUROS AC S T A U L A D L O % VE P N O S C N A I D M L E D IE R O N A I T D N O O IC I I N A P I L C O I R A L P S O V A N E R L D N D E E C O S R I I M D A A I D U C E O A T N U L T P A O O L R P S O T A N I L P D D O E O R A A A C D C T O T U U A P A L O L R M A i C n T . U TI A P L O M A á C x T . U TI A P L O
(meses) (meses)
ALAVA 5 668.369,79 0,04 343 331 3,69 3,15 4,16
ALBACETE 30 3.035.966,78 0,20 320 292 3,42 2,60 4,58
ALICANTE 351 33.327.991,52 2,15 293 270 3,75 2,72 4,75
ALMERIA 12 1.459.110,73 0,09 306 290 3,58 2,60 3,95
ASTURIAS 104 10.599.669,39 0,68 328 300 3,74 2,82 4,58
AVILA 12 885.296,68 0,06 285 264 3,81 2,72 4,50
BADAJOZ 40 4.452.323,91 0,29 332 316 3,69 3,16 4,36
BALEARES 46 6.063.996,09 0,39 324 299 3,74 2,75 4,59
BARCELONA 954 137.535.930,91 8,87 359 333 3,88 2,47 5,11
BURGOS 137 14.772.908,61 0,95 328 303 3,77 2,72 5,90
CACERES 54 4.116.367,54 0,27 311 284 3,67 2,72 4,45
CADIZ 40 3.765.577,43 0,24 309 285 3,76 2,72 4,81
CANTABRIA 53 5.561.848,45 0,36 325 299 3,78 2,72 4,64
CASTELLON 310 29.018.049,82 1,87 310 285 3,75 2,47 5,37
CIUDAD REAL 22 1.940.976,99 0,13 341 326 3,86 3,31 4,28
CORDOBA 38 4.816.954,01 0,31 327 300 3,78 2,72 4,32
CUENCA 39 3.354.166,43 0,22 318 289 3,93 2,87 4,56
GERONA 31 2.789.244,04 0,18 309 271 3,94 2,66 6,75
GRANADA 64 6.456.500,61 0,42 347 325 3,84 2,82 4,74
GUADALAJARA 833 78.477.818,89 5,06 296 268 3,82 2,47 5,00
GUIPUZCOA 3 408.669,14 0,03 334 321 3,64 2,72 3,95
HUELVA 5 424.425,23 0,03 297 262 3,36 3,16 3,75
HUESCA 596 42.215.631,10 2,72 292 263 3,89 2,47 6,50
JAEN 80 8.499.794,48 0,55 351 333 3,90 2,72 4,79
LA CORUÑA 54 5.890.214,18 0,38 341 309 3,74 2,87 4,29
LAS PALMAS 68 6.834.156,74 0,44 340 313 3,80 2,72 4,79
LEON 78 6.725.833,99 0,43 337 315 3,54 2,66 4,17
LERIDA 404 36.955.751,96 2,38 326 298 3,93 2,47 5,04
LOGROÑO 668 59.696.899,15 3,85 300 276 3,79 2,47 6,54
LUGO 1 26.827,61 0,00 120 87 4,31 4,31 4,31
MADRID 4.390 505.824.882,04 32,63 311 282 3,82 2,47 7,00
MALAGA 74 8.526.398,38 0,55 349 324 3,82 2,72 4,51
MURCIA 134 15.341.753,91 0,99 310 287 3,85 2,72 4,99
NAVARRA 352 42.395.694,68 2,74 325 298 3,83 2,47 5,17
ORENSE 40 4.359.316,66 0,28 343 325 3,64 2,72 4,19
PALENCIA 6 567.964,40 0,04 253 225 3,92 3,65 4,40
PONTEVEDRA 30 3.456.349,37 0,22 333 318 3,75 2,80 4,65
S. C. DE TENERIFE 19 1.831.353,12 0,12 312 280 3,45 2,47 4,34
SALAMANCA 24 2.955.524,06 0,19 368 355 3,79 2,85 4,25
SEGOVIA 11 894.309,32 0,06 299 275 3,87 2,97 4,56
SEVILLA 103 10.983.843,25 0,71 330 309 3,77 2,97 4,59
SORIA 44 3.783.170,17 0,24 288 258 3,83 2,72 4,72
TARRAGONA 331 30.318.802,64 1,96 313 285 3,86 2,47 5,01
TERUEL 173 10.766.698,97 0,69 289 259 3,97 2,82 5,50
TOLEDO 215 18.779.827,34 1,21 306 279 3,77 2,72 4,81
VALENCIA 1.109 101.705.907,92 6,56 314 288 3,83 2,47 6,50
VALLADOLID 44 3.647.495,95 0,24 285 251 3,62 2,72 4,97
VIZCAYA 3 467.951,06 0,03 360 338 3,35 2,91 3,71
ZAMORA 3 197.987,88 0,01 268 243 3,99 3,51 4,14
ZARAGOZA 2.640 262.421.609,70 16,93 309 281 3,73 2,35 7,00
TOTALES 14.877 1.550.004.113,02 100,00 315 288 3,81 2,350 7,00
