CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 4
(División por Vencimiento Residual)

VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
SALDO INICIAL RESIDUAL
VENCIMIENTO SALDO ACTUAL PONDERADO Min. TIPO Máx. TIPO
NUM ACTUAL PONDERADO PONDERADO POR
RESIDUAL MESES EUROS POR SALDO ACTUAL ACTUAL
% POR SALDO SALDO ACTUAL
ACTUAL
INICIAL (meses) (meses)
45,00 - 60,00 98 2.717.223,71 0,18 110 54 3,92 2,72 4,88
60,00 - 75,00 144 4.553.525,28 0,29 121 67 3,85 2,72 5,75
75,00 - 90,00 221 8.287.314,04 0,53 134 83 3,92 2,47 5,75
90,00 - 105,00 246 10.425.562,36 0,67 143 98 3,85 2,72 5,50
105,00 - 120,00 336 16.352.339,62 1,05 155 111 3,94 2,72 6,75
120,00 - 135,00 302 16.006.474,46 1,03 172 127 3,87 2,47 5,61
135,00 - 150,00 468 29.141.327,92 1,88 182 142 3,84 2,72 6,40
150,00 - 165,00 465 32.565.938,14 2,10 186 157 3,74 2,47 6,97
165,00 - 180,00 436 29.881.118,02 1,93 204 171 3,83 2,47 7,00
180,00 - 195,00 389 26.029.366,81 1,68 230 188 3,72 2,47 5,00
195,00 - 210,00 891 71.194.966,86 4,59 239 202 3,81 2,35 6,00
210,00 - 225,00 877 75.270.781,70 4,86 246 217 3,70 2,47 5,50
225,00 - 240,00 755 66.986.040,18 4,32 262 231 3,88 2,47 7,00
240,00 - 255,00 616 55.846.085,44 3,60 293 248 3,73 2,47 6,50
255,00 - 270,00 1.909 192.327.791,02 12,41 299 262 3,81 2,47 5,33
270,00 - 285,00 1.285 146.437.813,15 9,45 300 276 3,66 2,47 4,93
285,00 - 300,00 527 61.391.934,59 3,96 304 289 3,78 2,70 4,99
300,00 - 315,00 224 24.429.372,21 1,58 346 309 3,82 2,47 4,50
315,00 - 330,00 757 88.129.564,46 5,69 357 322 3,89 2,47 5,12
330,00 - 345,00 1.607 223.481.961,56 14,42 360 337 3,79 2,67 5,51
345,00 - 360,00 881 129.541.172,62 8,36 360 349 3,83 2,60 5,40
360,00 - 375,00 23 3.285.119,80 0,21 387 367 3,83 2,97 4,49
375,00 - 390,00 24 3.634.974,94 0,23 396 381 4,00 3,30 4,79
390,00 - 405,00 750 123.491.700,69 7,97 420 398 3,92 2,81 4,84
405,00 - 420,00 646 108.594.643,44 7,01 420 409 3,87 2,95 4,94
TOTALES 14.877 1.550.004.113,02 100,00 315 288 3,81 2,350 7,00
