Cartera de préstamos hipotecarios al día 12.05.2008
Clasificación por Comunidades Autónomas,,
,Préstamos hipotecarios
%,Principal pendiente
( euros) %
Andalucía,6.438 20,57,1.013.802.601,63 18,57
Aragón,560 1,79,94.995.471,16 1,74
Asturias,733 2,34,94.834.091,53 1,74
Baleares,835 2,67,160.316.763,62 2,94
Canarias,2.155 6,89,310.832.893,53 5,69
Cantabria,380 1,21,63.140.426,13 1,16
Cataluña,5.383 17,20,1.215.784.732,57 22,27
Ceuta,175 0,56,26.635.712,83 0,49
País Vasco,687 2,20,148.499.828,60 2,72
Extremadura,638 2,04,68.996.751,24 1,26
Galicia,1.431 4,57,192.618.877,92 3,53
Castilla-León,1.577 5,04,222.239.996,77 4,07
Madrid,2.704 8,64,637.837.565,27 11,69
Castilla La Mancha,1.346 4,30,215.086.686,35 3,94
Melilla,224 0,72,32.530.914,54 0,60
Murcia,903 2,89,139.793.323,77 2,56
Navarra,191 0,61,35.315.746,45 0,65
La Rioja,138 0,44,23.363.820,88 0,43
Comunidad Valenciana,4.799 15,33,761.785.100,97 13,96
Total 31.297 100,00 5.458.411.305,76 100,00,,
