Cartera de préstamos hipotecarios al día 12.05.2008
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios
%,Principal pendiente
(euros) %,(%) Principal
pendiente/
V. Tasación *
15,01 - 20,00,4 0,01,61.548,01 0,00,18,17
20,01 - 25,00,5 0,02,288.356,77 0,01,23,56
25,01 - 30,00,2 0,01,94.648,80 0,00,25,79
30,01 - 35,00,6 0,02,261.955,10 0,00,32,72
35,01 - 40,00,8 0,03,693.420,86 0,01,37,75
40,01 - 45,00,6 0,02,509.374,07 0,01,42,54
45,01 50,00,6 0,02,566.597,16 0,01,46,39
50,01 55,00,13 0,04,1.865.162,51 0,03,52,74
55,01 60,00,19 0,06,2.512.040,09 0,05,57,73
60,01 65,00,21 0,07,2.956.464,68 0,05,62,96
65,01 70,00,3.061 9,78,460.805.979,98 8,44,67,99
70,01 75,00,3.972 12,69,630.375.555,77 11,55,72,69
75,01 80,00,8.527 27,25,1.440.946.632,04 26,40,78,19
80,01 85,00,5.246 16,76,913.651.916,51 16,74,82,36
85,01 90,00,3.957 12,64,769.309.526,28 14,09,87,88
90,01 95,00,2.511 8,02,480.362.190,49 8,80,92,53
95,01 - 100,00,3.933 12,57,753.149.936,64 13,80,98,17
Total 31.297 100,00 5.458.411.305,76 100,00,,,
Media Pondera da: 82,73 %
Media Simple: 81,96 %
Mínimo: 15,71 %
Máximo: 100,00 %
*Relación Pri ncip al pendiente / V. Tasación s on medias ponderadas por el princi pal pendien te.,,,
