Cartera de préstamos hipotecarios al día 12.05.2008
Clasificación por tipos de interés nominales máximos aplicables,,,
Intervalo % Tipo Interés
máximo,Préstamos hipotecarios
%,Principal pendiente
(euros) %,%Tipo*
interés máx.
12,00 - 12,24,945 3,02,167.189.199,45 3,06,12,00
12,50 - 12,74,6 0,02,1.378.499,58 0,03,12,50
14,00 - 14,24,9 0,03,1.796.757,60 0,03,14,00
15,00 - 15,24,30.258 96,68,5.275.487.256,74 96,65,15,00
16,00 - 16,24,48 0,15,7.681.298,53 0,14,16,00
17,00 - 17,24,5 0,02,762.755,40 0,01,17,00
18,00 - 18,24,19 0,06,2.900.607,86 0,05,18,00
19,00 - 19,24,1 0,00,178.795,44 0,00,19,00
20,00 - 20,24,1 0,00,102.038,78 0,00,20,00
29,00 - 29,24,1 0,00,137.771,28 0,00,29,00
30,00 - 30,24,4 0,01,796.325,10 0,01,30,00
Total 31.297 100,00 5.458.411.305,76 100,00,,,
*Tipo de interé s n ominal medio d e l intervalo ponderado por el principal pendiente.,,,
