Cartera de préstamos hipotecarios al día 12.05.2008
Clasificación por Deudor,,
,Préstamos
hipotecarios
%,Principal pendiente
(euros) %
Deudor 1,1 0,003,996.555,56 0,018
Deudor 2,1 0,003,989.963,58 0,018
Deudor 3,1 0,003,978.421,51 0,018
Deudor 4,1 0,003,964.850,98 0,018
Deudor 5,1 0,003,955.000,00 0,017
Deudor 6,1 0,003,903.186,39 0,017
Deudor 7,1 0,003,899.748,75 0,016
Deudor 8,1 0,003,896.688,18 0,016
Deudor 9,1 0,003,892.966,71 0,016
Deudor 10,1 0,003,877.390,41 0,016
Resto: 31.287 deudores,31.287 99,968,5.449.056.533,69 99,829
Total deudores: 31.297 31.297 100,00 5.458.411.305,76 100,00,,
