Cartera de préstamos hipotecarios al día 13.03.2007
Clasificación por el tipo de interés nominal aplicable,,,,,,
Intervalo % Tipo Interés,Préstamos hipotecarios
%,,Principal pendiente
(euros) %,,%Tipo*
interés,
2,50 - 2,74,1 0,01,,107.513,57 0,01,,2,67,
2,75 - 2,99,62 0,34,,5.959.097,51 0,33,,2,88,
3,00 - 3,24,263 1,43,,25.842.643,76 1,42,,3,07,
3,25 - 3,49,389 2,11,,40.382.937,94 2,21,,3,32,
3,50 - 3,74,1.257 6,82,,134.824.320,61 7,39,,3,58,
3,75 - 3,99,1.706 9,25,,188.505.408,85 10,34,,3,85,
4,00 - 4,24,2.408 13,06,,255.039.970,72 13,99,,4,10,
4,25 - 4,49,3.165 17,17,,331.445.080,76 18,18,,4,36,
4,50 - 4,74,3.984 21,61,,404.592.445,56 22,19,,4,61,
4,75 - 4,99,2.832 15,36,,267.025.858,36 14,64,,4,85,
5,00 - 5,24,1.542 8,36,,118.644.392,36 6,51,,5,09,
5,25 - 5,49,519 2,82,,35.609.917,55 1,95,,5,32,
5,50 - 5,74,181 0,98,,10.360.685,45 0,57,,5,59,
5,75 - 5,99,69 0,37,,3.108.880,58 0,17,,5,85,
6,00 - 6,24,23 0,12,,931.504,63 0,05,,6,06,
6,25 - 6,49,12 0,07,,424.734,82 0,02,,6,32,
6,50 - 6,74,10 0,05,,308.448,46 0,02,,6,52,
6,75 - 6,99,4 0,02,,75.591,08 0,00,,6,75,
7,00 - 7,24,6 0,03,,146.295,16 0,01,,7,00,
8,50 - 8,74,1 0,01,,14.615,87 0,00,,8,50,
Total 18.434 100,00 1.823.350.343,60 100,00,,,,,,
Media ponderada: 4,37 %
Media simple: 4,42 %
Mínimo: 2,67 %
Máximo: 8,50 %
*Tipo de interés nominal medio del intervalo ponderado por el principal pendiente.,Media ponderada:,,,,4,37,%
,Media simple:,,,,4,42,%
,Mínimo:,,,,2,67,%
,Máximo:,,,,8,50,%
