Cartera de préstamos hipotecarios al día 13.03.2007
Clasificación por relación principal pendiente /Valor Tasación,,,
Intervalos Relación,Préstamos hipotecarios
%,Principal pendiente
(euros) %,(%) Principal
pendiente/
V. Tasación *
0,01 - 5,00,8 0,04,79.456,12 0,00,4,03
5,01 - 10,00,97 0,53,1.857.012,18 0,10,8,18
10,01 - 15,00,217 1,18,5.958.518,92 0,33,12,84
15,01 - 20,00,371 2,01,12.515.175,99 0,69,17,57
20,01 - 25,00,499 2,71,21.294.645,66 1,17,22,67
25,01 - 30,00,571 3,10,29.395.977,05 1,61,27,55
30,01 - 35,00,675 3,66,41.143.580,54 2,26,32,67
35,01 - 40,00,854 4,63,60.405.666,16 3,31,37,65
40,01 - 45,00,907 4,92,71.172.423,08 3,90,42,68
45,01 - 50,00,1.031 5,59,87.920.999,55 4,82,47,57
50,01 - 55,00,1.210 6,56,112.722.983,26 6,18,52,56
55,01 - 60,00,1.350 7,32,132.132.030,79 7,25,57,55
60,01 - 65,00,1.597 8,66,168.903.683,67 9,26,62,60
65,01 - 70,00,1.816 9,85,196.998.123,33 10,80,67,64
70,01 - 75,00,2.071 11,23,231.234.584,71 12,68,72,63
75,01 - 80,00,3.356 18,21,410.049.068,52 22,49,77,54
80,01 - 85,00,503 2,73,64.853.035,20 3,56,82,49
85,01 - 90,00,463 2,51,61.409.709,31 3,37,87,45
90,01 - 95,00,428 2,32,55.911.192,86 3,07,92,54
95,01 - 100,00,410 2,22,57.392.476,70 3,15,97,10
To ta l 18.434 100,00 1.823.350.343,60 100,00,,,
Media Pondera da: 65,67 %
Media Simple: 60,45 %
Mínimo: 0,11 %
Máximo: 99,64 %
*Relación Pri nci pal pendiente /V. Tasación s on medias p onderadas por el princip al pendient e.,,,
