Interés Margen Numero Tipo de interes
Provincia Pond Ponderado Saldo Vivo %Disposiciones Mínimo Tipo de Interes Máximo
Segovia 3,67 0,98 2.892.815,12 € 0,16% 23 2,95 4,25
Sevilla 3,87 0,34 13.706.439,42 € 0,75% 156 2,69 4,50
Soria 3,29 0,70 2.073.108,05 € 0,11% 21 2,70 4,18
Tarragona 3,54 0,65 54.128.173,09 € 2,96% 484 2,70 5,25
Teruel 3,40 0,41 774.219,95 € 0,04% 9 2,82 4,00
Toledo 3,52 0,93 9.595.665,02 € 0,52% 65 2,70 4,43
Valencia 3,65 0,92 101.806.437,28 € 5,57% 951 2,67 5,00
Valladolid 3,32 0,69 3.083.690,44 € 0,17% 21 2,75 4,00
Vizcaya 3,59 0,91 1.581.161,13 € 0,09% 11 2,77 4,08
Zamora 3,57 1,04 345.498,52 € 0,02% 6 3,22 4,00
Zaragoza 3,74 1,08 26.930.860,69 € 1,47% 197 2,95 4,71
Total general 3,59 0,681.828.915.570,97 €100,00% 13.429 2,45 5,50
