Tipo de Tipo de
Interés Margen Numero interes Interes
Rango Saldo Pond Ponderado Saldo Vivo % Disposic. Mínimo Máximo
0 - 30000 3,67 0,54 13.758.454,93 € 0,75% 613 2,45 5,50
30000 - 60000 3,62 0,60 66.756.211,10 € 3,65% 1.438 2,60 5,00
60000 - 90000 3,61 0,62 143.881.039,85 € 7,87% 1.895 2,60 5,50
90000 - 120000 3,61 0,70 220.333.548,27 € 12,05% 2.088 2,58 4,75
120000 - 150000 3,59 0,68 265.296.687,22 € 14,51% 1.959 2,60 4,76
150000 - 180000 3,59 0,67 303.670.089,32 € 16,60% 1.837 2,60 5,25
180000 - 210000 3,61 0,68 312.769.594,42 € 17,10% 1.607 2,59 4,65
210000 - 240000 3,60 0,71 259.286.024,37 € 14,18% 1.156 2,45 4,50
240000 - 270000 3,55 0,75 102.733.886,13 € 5,62% 405 2,60 4,36
270000 - 300000 3,49 0,71 56.747.655,78 € 3,10% 202 2,62 5,00
300000 - 330000 3,45 0,71 27.936.257,14 € 1,53% 89 2,67 4,25
330000 - 360000 3,37 0,80 23.564.733,73 € 1,29% 68 2,60 4,06
360000 - 390000 3,47 0,79 8.600.359,95 € 0,47% 23 2,67 3,91
390000 - 420000 3,28 0,67 6.046.382,39 € 0,33% 15 2,80 4,06
420000 - 450000 3,40 0,72 4.822.733,29 € 0,26% 11 2,70 3,86
450000 - 480000 3,32 0,95 2.792.527,89 € 0,15% 6 3,00 4,11
480000 - 510000 3,36 0,85 1.461.576,35 € 0,08% 3 2,92 3,65
510000 - 540000 3,10 0,66 1.567.267,03 € 0,09% 3 3,00 3,28
540000 - 570000 3,14 0,85 2.239.759,32 € 0,12% 4 2,85 3,75
570000 - 600000 3,16 0,75 577.475,80 € 0,03% 1 3,16 3,16
600000 - 630000 3,15 0,83 1.853.927,45 € 0,10% 3 2,94 3,50
660000 - 690000 3,66 0,75 683.659,87 € 0,04% 1 3,66 3,66
690000 - 720000 3,58 0,75 691.726,69 € 0,04% 1 3,58 3,58
840000 - 870000 2,85 0,90 843.992,68 € 0,05% 1 2,85 2,85
Total general 3,59 0,68 1.828.915.570,97 € 100,00% 13.429 2,45 5,50
