,EURIBOR,,Serie A2,Serie A3,Serie B,Serie C,
Fecha,,Serie A1,,,,,Serie D
,3m,,,,,,
,,,,,,,
11/05/2005,2,125,2,175,2,235,2,275,2,425,2,775,4,625
10/05/2005,2,125,2,175,2,235,2,275,2,425,2,775,4,625
09/05/2005,2,128,2,178,2,238,2,278,2,428,2,778,4,628
06/05/2005,2,125,2,175,2,235,2,275,2,425,2,775,4,625
05/05/2005,2,126,2,176,2,236,2,276,2,426,2,776,4,626
04/05/2005,2,125,2,175,2,235,2,275,2,425,2,775,4,625
03/05/2005,2,126,2,176,2,236,2,276,2,426,2,776,4,626
02/05/2005,2,126,2,176,2,236,2,276,2,426,2,776,4,626
29/04/2005,2,126,2,176,2,236,2,276,2,426,2,776,4,626
28/04/2005,2,128,2,178,2,238,2,278,2,428,2,778,4,628
27/04/2005,2,129,2,179,2,239,2,279,2,429,2,779,4,629
26/04/2005,2,129,2,179,2,239,2,279,2,429,2,779,4,629
25/04/2005,2,129,2,179,2,239,2,279,2,429,2,779,4,629
22/04/2005,2,133,2,183,2,243,2,283,2,433,2,783,4,633
21/04/2005,2,133,2,183,2,243,2,283,2,433,2,783,4,633
20/04/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
19/04/2005,2,134,2,184,2,244,2,284,2,434,2,784,4,634
18/04/2005,2,134,2,184,2,244,2,284,2,434,2,784,4,634
15/04/2005,2,136,2,186,2,246,2,286,2,436,2,786,4,636
14/04/2005,2,137,2,187,2,247,2,287,2,437,2,787,4,637
13/04/2005,2,138,2,188,2,248,2,288,2,438,2,788,4,638
12/04/2005,2,140,2,190,2,250,2,290,2,440,2,790,4,640
11/04/2005,2,142,2,192,2,252,2,292,2,442,2,792,4,642
08/04/2005,2,144,2,194,2,254,2,294,2,444,2,794,4,644
07/04/2005,2,146,2,196,2,256,2,296,2,446,2,796,4,646
06/04/2005,2,148,2,198,2,258,2,298,2,448,2,798,4,648
05/04/2005,2,147,2,197,2,257,2,297,2,447,2,797,4,647
04/04/2005,2,147,2,197,2,257,2,297,2,447,2,797,4,647
01/04/2005,2,147,2,197,2,257,2,297,2,447,2,797,4,647
31/03/2005,2,147,2,197,2,257,2,297,2,447,2,797,4,647
30/03/2005,2,146,2,196,2,256,2,296,2,446,2,796,4,646
29/03/2005,2,144,2,194,2,254,2,294,2,444,2,794,4,644
24/03/2005,2,143,2,193,2,253,2,293,2,443,2,793,4,643
23/03/2005,2,142,2,192,2,252,2,292,2,442,2,792,4,642
22/03/2005,2,138,2,188,2,248,2,288,2,438,2,788,4,638
21/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
18/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
17/03/2005,2,136,2,186,2,246,2,286,2,436,2,786,4,636
16/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
15/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
14/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
11/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
10/03/2005,2,134,2,184,2,244,2,284,2,434,2,784,4,634
09/03/2005,2,134,2,184,2,244,2,284,2,434,2,784,4,634
08/03/2005,2,134,2,184,2,244,2,284,2,434,2,784,4,634
07/03/2005,2,133,2,183,2,243,2,283,2,433,2,783,4,633
04/03/2005,2,134,2,184,2,244,2,284,2,434,2,784,4,634
03/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
02/03/2005,2,135,2,185,2,245,2,285,2,435,2,785,4,635
01/03/2005,2,136,2,186,2,246,2,286,2,436,2,786,4,636
