Data of 25/10/2005,,
,AUDITED PORTFOLIO, TDA 24 ISSUE
(Grouped by issue date),
,,
,WEIGHTED WEIGHTED Min. Max.
WEIGHTED
TOTAL CURRENT CURRENT AVERAGE AVERAGE CURRENT CURRENT
ISSUE DATE NUM AVERAGE INITIAL
BALANCE EUROS BALANCE % REMAINING CURRENT INTEREST INTEREST
TERM (months)
TERM (months) INTEREST RATE RATE RATE,
,1993 2 48.507,46 0,01 180 37 3,47 3,48 3,48
1994 4 144.189,80 0,03 202 68 3,23 3,07 3,32
1995 8 390.019,39 0,07 219 95 3,30 3,23 3,32
1996 22 953.393,64 0,18 211 100 3,21 2,73 3,57
1997 38 1.667.548,40 0,32 222 122 3,18 2,73 3,57
1998 57 2.803.882,19 0,53 220 132 3,13 2,88 3,48
1999 78 4.218.147,16 0,80 255 180 3,13 2,48 3,48
2000 56 2.857.431,91 0,54 247 184 3,19 2,79 3,50
2001 68 4.611.892,39 0,88 264 214 3,17 2,79 3,72
2002 1.932 130.087.332,08 24,73 287 248 3,67 2,64 4,94
2003 3.050 235.018.566,91 44,67 295 268 3,28 2,44 6,10
2004 1.004 89.138.586,09 16,94 353 340 4,01 2,88 6,00
2005 606 54.168.576,21 10,30 359 352 3,95 2,90 5,95,
,TOTAL 6.925 526.108.073,63 100,00 308 281 3,57 2,443 6,10,
,,
