Data of 25/10/2005,,
,AUDITED PORTFOLIO, TDA 24 ISSUE
(Grouped by next reset of the interest period),
,,
,WEIGHTED WEIGHTED Max.
NEXT INTEREST WEIGHTED Min. CURRENT
TOTAL CURRENT CURRENT AVERAGE AVERAGE CURRENT
RESET (year- NUM AVERAGE INITIAL INTEREST
BALANCE EUROS BALANCE % REMAINING CURRENT INTEREST
month) TERM (months) RATE
TERM (months) INTEREST RATE RATE,
,200510 159 11.996.613,00 2,28 308 284 3,56 2,94 6,00
200511 1139 87.442.170,73 16,62 306 281 3,63 2,75 6,00
200512 1011 80.239.488,48 15,25 310 284 3,68 2,44 6,00
200601 1349 93.692.554,03 17,81 293 257 3,54 2,48 5,95
200602 725 52.198.022,96 9,92 307 280 3,77 2,60 6,10
200603 692 52.856.188,83 10,05 314 289 3,78 2,67 5,95
200604 929 73.700.426,59 14,01 320 297 3,71 2,72 5,95
200605 163 14.195.204,99 2,70 322 297 3,00 2,80 4,00
200606 139 10.658.998,48 2,03 310 283 3,00 2,76 4,00
200607 156 11.616.316,33 2,21 302 273 2,98 2,69 4,00
200608 146 11.204.040,59 2,13 301 272 2,95 2,60 4,55
200609 126 10.330.523,19 1,96 304 277 2,87 2,60 5,95
200610 191 15.977.525,43 3,04 315 289 2,94 2,67 4,00,
,TOTAL 6.925 526.108.073,63 100,00 308 281 3,57 2,443 6,10,
,,
