Data of 25/,,,
,,,
,AUDITED PORTFOLIO, TDA 24 ISSUE
(Grouped by Remaining Term),,
,,,
,WEIGHTED WEIGHTED Max.
CURRENT WEIGHTED Min. CURRENT
TOTAL CURRENT AVERAGE AVERAGE CURRENT
REMAINING TERM NUM BALANCE AVERAGE INITIAL INTEREST
BALANCE EUROS REMAINING TERM CURRENT INTEREST
% TERM (months) RATE
(months) INTEREST RATE RATE,,
,15 - 29 1 19.392,34 0,00 123 29 2,98 2,98 2,98
30 - 44 8 203.106,21 0,04 124 39 3,16 2,94 3,48
45 - 59 25 806.535,71 0,15 124 53 3,26 2,73 4,00
60 - 74 42 1.428.132,04 0,27 131 68 3,32 2,88 5,95
75 - 89 93 3.921.021,63 0,75 137 83 3,47 2,73 5,95
90 - 104 118 4.884.108,26 0,93 135 96 3,35 2,60 5,95
105 - 119 81 3.381.745,37 0,64 163 111 3,41 2,77 5,95
120 - 134 83 3.872.393,75 0,74 173 127 3,38 2,69 5,95
135 - 149 299 14.618.053,31 2,78 182 142 3,61 2,60 5,95
150 - 164 273 15.036.436,07 2,86 188 155 3,30 2,60 5,95
165 - 179 87 4.853.767,24 0,92 213 171 3,35 2,48 5,95
180 - 194 91 6.051.049,64 1,15 224 187 3,26 2,60 4,00
195 - 209 545 32.326.230,09 6,14 239 202 3,69 2,60 5,95
210 - 224 462 31.576.491,72 6,00 243 214 3,23 2,44 5,95
225 - 239 122 8.499.374,50 1,62 266 232 3,36 2,60 5,95
240 - 254 103 8.340.379,39 1,59 281 246 3,34 2,67 5,95
255 - 269 870 64.160.910,76 12,20 299 262 3,68 2,60 5,95
270 - 284 761 61.137.785,29 11,62 300 274 3,30 2,60 6,10
285 - 299 95 8.918.811,18 1,70 316 292 3,54 2,60 5,95
300 - 314 58 5.049.982,63 0,96 341 307 3,43 2,60 4,00
315 - 329 518 44.612.052,81 8,48 359 322 3,61 2,60 6,00
330 - 344 888 82.379.845,62 15,66 360 336 3,27 2,60 5,95
345 - 359 1.228 110.238.768,07 20,95 361 351 4,02 2,90 6,00
360 - 374 29 3.691.500,00 0,70 383 372 3,86 3,19 3,95
375 - 389 45 6.100.200,00 1,16 385 377 3,77 2,90 3,95,,
,TOTAL 6.925 526.108.073,63 100,00 308 281 3,57 2,443 6,10,,
,,,
