Elaborado con datos a 09/11/2004,
,CARTERA TOTAL ELEGIBLE DE AUDITORÍA DE DERECHOS DE CRÉDITO, EMISIÓN TDA 22-MIXTO
(División por Fecha de Formalización)
GRUPO 2
,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
FECHA SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
NUM PONDERADO PONDERADO
FORMALIZACION EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses)
,1994 1 1 35.822,26 0,05 471 349 3,75 3,75 3,75
1995 2 1 06.013,56 0,04 417 307 4,18 3,75 4,50
1996 1 3 7.220,58 0,01 240 139 2,66 2,66 2,66
1997 6 3 22.561,43 0,12 256 165 3,74 2,89 6,00
1998 24 1 .628.216,92 0,61 274 199 3,43 2,90 4,04
1999 20 1 .439.960,82 0,54 258 196 3,64 2,97 5,25
2000 35 2 .711.947,14 1,01 295 242 3,48 2,66 5,00
2001 32 2 .226.076,26 0,83 306 267 3,52 3,05 4,50
2002 472 4 9.390.711,28 18,42 345 319 3,32 2,70 5,25
2003 1926 1 77.304.619,79 66,11 368 352 3,67 2,40 6,50
2004 259 32.878.329,15 12,26 400 392 3,59 2,50 6,50
,TOTALES 2.778 268.181.479,19 100 365 347 3,59 2,40 6,50
95,
