CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 3
(División por Saldo Actual)

VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM PONDERADO PONDERADO SALDO ACTUAL MEDIO
EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses)
0,00 - 15.000,00 3 39.157,24 0,00 191 156 3,40 13.052,41 3,00 3,63
15.000,00 - 30.000,00 864 23.287.517,06 1,79 200 134 3,47 26.953,14 2,55 6,75
30.000,00 - 45.000,00 2185 81.206.206,76 6,24 217 159 3,41 37.165,31 2,47 6,50
45.000,00 - 60.000,00 1752 91.330.589,90 7,02 247 202 3,35 52.129,33 2,60 7,00
60.000,00 - 75.000,00 1541 104.144.455,55 8,01 270 237 3,30 67.582,39 2,47 5,25
75.000,00 - 90.000,00 1621 133.756.712,85 10,28 295 267 3,27 82.514,94 2,56 4,75
90.000,00 - 105.000,00 1362 132.584.772,51 10,19 305 280 3,24 97.345,65 2,56 4,59
105.000,00 - 120.000,00 1113 124.994.475,55 9,61 319 296 3,23 112.304,11 2,46 5,75
120.000,00 - 135.000,00 899 114.348.970,16 8,79 326 303 3,22 127.195,74 2,47 4,56
135.000,00 - 150.000,00 872 124.362.007,44 9,56 336 316 3,24 142.616,98 2,42 4,41
150.000,00 - 165.000,00 583 91.641.547,52 7,05 341 322 3,22 157.189,62 2,59 4,41
165.000,00 - 180.000,00 484 83.414.040,67 6,41 349 331 3,21 172.343,06 2,60 4,33
180.000,00 - 195.000,00 269 50.422.849,23 3,88 350 330 3,20 187.445,54 2,42 4,11
195.000,00 - 210.000,00 241 48.722.173,32 3,75 359 341 3,22 202.166,69 2,60 4,34
210.000,00 - 225.000,00 143 30.976.603,36 2,38 352 336 3,21 216.619,60 2,44 3,98
225.000,00 - 240.000,00 81 18.856.924,73 1,45 354 336 3,22 232.801,54 2,67 4,16
240.000,00 - 255.000,00 57 14.106.853,70 1,08 364 347 3,21 247.488,66 2,55 3,88
255.000,00 - 270.000,00 45 11.819.279,98 0,91 335 317 3,24 262.650,67 2,47 4,03
270.000,00 - 285.000,00 42 11.658.410,25 0,90 346 328 3,19 277.581,20 2,62 4,03
285.000,00 - 300.000,00 31 9.043.796,70 0,70 337 319 3,28 291.735,38 2,67 3,69
TOTALES 14.188 1 .300.717.344,48 100,00 308 281 3,26 91.677,29 2,418 7,00
