CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 3
(División por Tipo de Referencia)

VENCIMIENTO VENCIMIENTO
SALDO INICIAL RESIDUAL TIPO DIFERENCIAL
SALDO ACTUAL Min. TIPO Máx. TIPO
TIPO REFERENCIA NUM ACTUAL PONDERADO PONDERADO PONDERADO POR
EUROS ACTUAL ACTUAL
% POR SALDO POR SALDO SALDO ACTUAL
INICIAL (meses) ACTUAL (meses)
TOTALES CECA 8 260.750,71 0,02 195 87 0,00 4,50 4,63
0,00 - 0,50 8 260.750,71 100,00 195 87 0,00 4,50 4,63
TOTALES EURIBOR 12.039 1.194.706.661,00 91,85 313 289 0,69 2,42 6,75
0,00 - 0,50 1.369 152.888.023,38 12,80 309 294 0,42 2,42 3,39
0,50 - 1,00 8.534 876.448.523 73,36 316 292 0,66 2,56 6,75
1,00 - 1,50 2.037 159.213.329,86 13,33 303 270 1,08 2,60 4,75
1,50 - 2,00 94 5.932.622,03 0,50 291 260 1,52 3,50 5,00
2,00 - 2,50 3 126.498,94 0,01 282 255 2,00 4,22 4,91
2,50 - 3,00 2 97.664,00 0,01 180 149 2,71 4,72 5,23
TOTALES IRPH 1.557 82.932.366,78 6,38 266 205 0,15 3,00 7,00
-0,50 - 0,00 24 1.129.862,35 1,36 241 160 -0,23 3,00 5,75
0,00 - 0,50 1.412 75.473.435,62 91,01 266 205 0,12 3,00 7,00
0,50 - 1,00 113 5.766.674,35 6,95 273 209 0,52 3,74 5,50
1,00 - 1,50 7 518.991,16 0,63 259 238 1,02 4,24 4,84
1,50 - 2,00 1 43.403,30 0,05 300 274 1,50 4,92 4,92
TOTALES MIBOR 584 22.817.566 1,75 214 116 1,02 2,47 4,50
0,00 - 0,50 1 34.159,58 0,15 180 78 0,25 2,47 2,47
0,50 - 1,00 82 3.411.161,84 14,95 202 112 0,75 2,75 3,75
1,00 - 1,50 486 18.830.826,02 82,53 216 117 1,05 3,11 4,25
1,50 - 2,00 14 499.164,07 2,19 218 113 1,55 3,75 4,50
2,00 - 2,50 1 42.254,48 0,19 240 139 2,00 4,41 4,41
TOTALES 14.188 1.300.717.344,48 100,00 308 281 2,418 7,00
