CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 3
(División por Vencimiento Residual)

VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
SALDO INICIAL RESIDUAL
VENCIMIENTO SALDO ACTUAL PONDERADO Min. TIPO Máx. TIPO
NUM ACTUAL PONDERADO PONDERADO POR
RESIDUAL MESES EUROS POR SALDO ACTUAL ACTUAL
% POR SALDO SALDO ACTUAL
ACTUAL
INICIAL (meses) (meses)
45,00 - 60,00 90 3.068.111,33 0,24 131 55 3,42 2,65 4,50
60,00 - 75,00 301 11.085.928,72 0,85 151 69 3,41 2,60 4,63
75,00 - 90,00 448 16.690.596,34 1,28 160 81 3,38 2,47 5,75
90,00 - 105,00 461 18.643.178,20 1,43 160 98 3,30 2,60 4,47
105,00 - 120,00 441 20.295.871,81 1,56 167 112 3,39 2,60 4,50
120,00 - 135,00 406 20.183.322,97 1,55 176 127 3,33 2,60 6,75
135,00 - 150,00 410 21.021.043,78 1,62 193 142 3,27 2,55 5,23
150,00 - 165,00 569 34.887.346,29 2,68 192 158 3,25 2,60 5,25
165,00 - 180,00 407 24.819.877,05 1,91 203 171 3,30 2,42 7,00
180,00 - 195,00 428 27.588.348,88 2,12 233 188 3,29 2,60 5,00
195,00 - 210,00 467 29.680.911,70 2,28 244 202 3,28 2,55 4,25
210,00 - 225,00 1.019 82.347.957,57 6,33 247 218 3,23 2,44 5,50
225,00 - 240,00 630 50.299.527,54 3,87 257 231 3,32 2,47 6,50
240,00 - 255,00 657 50.928.147,04 3,92 294 248 3,31 2,47 4,25
255,00 - 270,00 847 76.638.902,02 5,89 297 262 3,26 2,42 4,75
270,00 - 285,00 1.674 182.954.321,93 14,07 300 278 3,16 2,47 5,50
285,00 - 300,00 569 63.217.224,18 4,86 304 289 3,26 2,46 4,58
300,00 - 315,00 217 22.655.643,97 1,74 345 309 3,34 2,62 4,33
315,00 - 330,00 623 71.953.008,80 5,53 355 323 3,36 2,55 4,41
330,00 - 345,00 1.515 190.550.813,50 14,65 359 338 3,20 2,60 4,86
345,00 - 360,00 1.028 134.210.067,01 10,32 360 349 3,26 2,56 4,34
360,00 - 375,00 12 1.708.093,38 0,13 386 366 3,15 2,62 3,58
375,00 - 390,00 19 2.788.028,16 0,21 401 382 3,30 2,61 3,88
390,00 - 405,00 288 41.003.966,67 3,15 420 401 3,23 2,61 4,11
405,00 - 420,00 662 101.497.105,64 7,80 420 409 3,31 2,61 4,11
TOTALES 14.188 1.300.717.344,48 100,00 308 281 3,26 2,418 7,00
