Cartera de préstamos hipotecarios al día 31/03/2005
Clasificación por principal pendiente de vencer,,
Intervalo de principal pendiente
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %
0,00 - 19.999,99,310 2,03,3.626.261,48 0,21
20.000,00 - 39.999,99,732 4,80,22.848.216,06 1,31
40.000,00 - 59.999,99,1.452 9,52,74.504.361,74 4,26
60.000,00 - 79.999,99,2.186 14,33,155.024.367,72 8,87
80.000,00 - 99.999,99,2.605 17,07,234.653.566,46 13,42
100.000,00 - 119.999,99,2.214 14,51,243.197.434,87 13,91
120.000,00 - 139.999,99,1.580 10,35,204.837.125,59 11,72
140.000,00 - 159.999,99,1.381 9,05,206.406.598,51 11,80
160.000,00 - 179.999,99,980 6,42,166.399.758,77 9,52
180.000,00 - 199.999,99,665 4,36,125.961.793,81 7,20
200.000,00 - 219.999,99,389 2,55,81.259.378,47 4,65
220.000,00 - 239.999,99,226 1,48,51.987.834,29 2,97
,115 0,75,28.634.027,93 1,64
260.000,00 - 279.999,99,85 0,56,22.870.272,70 1,31
280.000,00 - 299.999,99,83 0,54,24.023.753,13 1,37
300.000,00 - 319.999,99,48 0,31,14.950.573,73 0,86
320.000,00 - 339.999,99,47 0,31,15.525.070,64 0,89
340.000,00 - 359.999,99,30 0,20,10.493.926,20 0,60
360.000,00 - 379.999,99,20 0,13,7.404.888,62 0,42
380.000,00 - 399.999,99,22 0,14,8.556.593,50 0,49
400.000,00 - 419.999,99,8 0,05,3.272.983,53 0,19
420.000,00 - 439.999,99,8 0,05,3.417.953,12 0,20
440.000,00 - 459.999,99,8 0,05,3.604.989,14 0,21
460.000,00 - 479.999,99,12 0,08,5.660.160,81 0,32
480.000,00 - 499.999,99,15 0,10,7.337.453,63 0,42
500.000,00 - 519.999,99,10 0,07,5.090.275,79 0,29
520.000,00 - 539.999,99,5 0,03,2.659.118,85 0,15
540.000,00 - 559.999,99,2 0,01,1.110.367,40 0,06
560.000,00 - 579.999,99,8 0,05,4.553.017,71 0,26
580.000,00 - 599.999,99,1 0,01,585.000,00 0,03
600.000,00 - 619.999,99,1 0,01,607.321,62 0,03
620.000,00 - 639.999,99,2 0,01,1.266.093,97 0,07
640.000,00 - 659.999,99,4 0,03,2.597.395,30 0,15
660.000,00 - 679.999,99,2 0,01,1.340.845,60 0,08
680.000,00 - 699.999,99,1 0,01,681.302,51 0,04
740.000,00 - 759.999,99,1 0,01,747.544,45 0,04
760.000,00 - 779.999,99,1 0,01,770.815,98 0,04
Total 15.259 100,00 1.748.468.443,63 100,00,,
Principal medio: 114.586,04
Principal mínimo: 1,25
Principal máximo: 770.815,98,,
