Cartera de préstamos hipotecarios al día 31/03/2005
Clasificación por fecha formalización del préstamo hipotecario,,
Intervalo de fechas,Préstamos
%,Principal pendiente
(euros) %
01/07/1995 a 31/12/1995,5 0,03,57.004,08 0,00
01/01/1996 a 30/06/1996,5 0,03,24.070,11 0,00
01/07/1996 a 31/12/1996,14 0,09,111.747,04 0,01
01/01/1997 a 30/06/1997,25 0,16,229.467,79 0,01
01/07/1997 a 31/12/1997,26 0,17,743.648,78 0,04
01/01/1998 a 30/06/1998,24 0,16,687.567,35 0,04
01/07/1998 a 31/12/1998,11 0,07,472.784,91 0,03
01/01/1999 a 30/06/1999,6 0,04,495.772,51 0,03
01/07/1999 a 31/12/1999,21 0,14,1.137.854,68 0,07
01/01/2000 a 30/06/2000,8 0,05,551.066,38 0,03
01/07/2000 a 31/12/2000,12 0,08,739.929,53 0,04
01/01/2001 a 30/06/2001,29 0,19,1.872.795,78 0,11
01/07/2001 a 31/12/2001,27 0,18,2.063.961,73 0,12
01/01/2002 a 30/06/2002,32 0,21,4.545.544,30 0,26
01/07/2002 a 31/12/2002,42 0,28,7.638.829,08 0,44
01/01/2003 a 30/06/2003,162 1,06,19.962.190,39 1,14
01/07/2003 a 31/12/2003,1.054 6,91,133.500.273,51 7,64
01/01/2004 a 30/06/2004,8.112 53,16,914.447.260,71 52,30
01/07/2004 a 31/12/2004,5.632 36,91,659.081.534,87 37,69
Total,15.259 100,00,1.748.468.443,63 100,00
Antigüedad media ponderada 10,79 Meses
Antigüedad máxima 02/02/1994 133,97 Meses
Antigüedad mínima 30/09/2004 5,98 Meses,,
