Cartera de préstamos hipotecarios al día 31/03/2005
Clasificación por Provincias,,
Provincia,Préstamos
%,Principal pendiente
(euros) %
A Coruña,90 0,59,10.512.805,82 0,60
Álava,20 0,13,4.042.979,81 0,23
Albacete,78 0,51,5.919.862,77 0,34
Alicante,660 4,33,70.198.356,01 4,01
Almería,94 0,62,10.276.733,81 0,59
Asturias,19 0,12,1.425.171,26 0,08
Ávila,1 0,01,49.170,47 0,00
Badajoz,5 0,03,565.925,52 0,03
Baleares,535 3,51,81.227.285,21 4,65
Barcelona,1.061 6,95,166.800.891,48 9,54
Burgos,16 0,10,2.295.197,44 0,13
Cáceres,11 0,07,1.888.624,75 0,11
Cádiz,86 0,56,10.199.485,74 0,58
Cantabria,4 0,03,682.235,01 0,04
Castellón,1.332 8,73,129.514.491,31 7,41
Ciudad Real,59 0,39,6.169.631,23 0,35
Córdoba,16 0,10,2.207.045,63 0,13
Cuenca,36 0,24,2.994.554,27 0,17
Girona,92 0,60,10.602.884,10 0,61
Granada,50 0,33,5.950.918,32 0,34
Guadalajara,93 0,61,13.232.065,61 0,76
Guipúzcoa,152 1,00,13.804.307,42 0,79
Huelva,83 0,54,8.261.328,47 0,47
Huesca,2 0,01,196.545,16 0,01
Jaén,7 0,05,698.143,21 0,04
La Rioja,83 0,54,10.104.208,25 0,58
Las Palmas,803 5,26,96.672.817,45 5,53
León,16 0,10,1.425.667,59 0,08
Lleida,81 0,53,8.476.539,82 0,48
Madrid,1.469 9,63,251.002.675,83 14,36
Málaga,404 2,65,59.214.985,61 3,39
Melilla,1 0,01,95.034,16 0,01
Murcia,573 3,76,56.450.450,36 3,23
Navarra,190 1,25,19.369.179,05 1,11
Orense,89 0,58,7.878.297,09 0,45
Palencia,18 0,12,1.399.067,23 0,08
Pontevedra,82 0,54,6.941.513,58 0,40
Salamanca,140 0,92,17.960.049,60 1,03
Segovia,8 0,05,785.459,30 0,04
Sevilla,384 2,52,39.500.982,98 2,26
Soria,2 0,01,192.557,22 0,01
Sta. Cruz Tenerife,232 1,52,25.878.865,96 1,48
Tarragona,364 2,39,45.369.241,82 2,59
Teruel,1 0,01,307.667,55 0,02
Toledo,148 0,97,18.259.576,75 1,04
Valencia,5.244 34,37,477.328.408,15 27,30
Valladolid,65 0,43,7.519.516,73 0,43
Vizcaya,44 0,29,7.554.626,97 0,43
Zaragoza,216 1,42,29.064.414,75 1,66
Total 15.259 100,00 1.748.468.443,63 100,00,,
