Cartera de préstamos hipotecarios al día 31/03/2005
Clasificación por relación principal pendiente /Valor Tasación vigente,,,
Intervalos Relación,Préstamos
%,Principal pendiente
(euros) %,(%) Principal
pendiente/
V. Tasación *
0,01 - 5,00,23 0,15,87.688,62 0,01,3,67
5,01 - 10,00,49 0,32,342.271,36 0,02,7,34
10,01 - 15,00,78 0,51,1.913.893,96 0,11,12,85
15,01 - 20,00,111 0,73,3.274.268,90 0,19,17,64
20,01 - 25,00,172 1,13,6.694.765,53 0,38,22,67
25,01 - 30,00,230 1,51,10.735.960,07 0,61,27,77
30,01 - 35,00,257 1,68,15.988.776,77 0,91,32,89
35,01 - 40,00,346 2,27,26.725.905,38 1,53,37,73
40,01 - 45,00,402 2,63,36.874.493,48 2,11,42,53
45,01 - 50,00,478 3,13,48.408.910,91 2,77,47,68
50,01 - 55,00,559 3,66,62.191.328,30 3,56,52,55
55,01 - 60,00,663 4,34,79.066.974,99 4,52,57,60
60,01 - 65,00,804 5,27,92.212.463,83 5,27,62,72
65,01 - 70,00,1.324 8,68,158.364.357,81 9,06,67,88
