Antigüedad Número % Saldo Saldo Tipo de interés
Saldo Vivo Saldo Inicial
(meses) Préstamos Vivo Medio Medio ponder.
entre 5 y 10 1.842 363.158.934,75 25,76% 197.155 372.199.756 3,78%
entre 11 y 16 1.368 246.529.306,06 17,49% 180.211 257.450.818 3,70%
entre 17 y 22 1.050 170.025.064,98 12,06% 161.929 184.081.710 3,71%
entre 23 y 28 746 116.038.180,50 8,23% 155.547 127.801.155 3,78%
entre 29 y 34 745 104.462.423,92 7,41% 140.218 116.696.299 3,78%
entre 35 y 40 616 80.118.841,07 5,68% 130.063 91.808.744 4,19%
entre 41 y 46 485 56.421.424,29 4,00% 116.333 65.946.269 4,35%
entre 47 y 52 444 47.415.965,32 3,36% 106.793 56.596.585 4,49%
entre 53 y 58 510 51.845.571,13 3,68% 101.658 62.936.986 4,51%
A partir de 59 2.030 173.867.800,57 12,33% 85.649 219.434.250 4,42%
Totales 9.836 1.409.883.512,59 100,00% 143.339 1.554.952.571 3,93%
