Cartera de préstamos hipotecarios al día 03.01.2005
Clasificación por principal pendiente de vencer,,
Intervalo de principal pendiente
(en euros),Préstamos
Nº. %,Principal pendiente
(euros) %
15.000,00 - 29.999,99,4 0,20,100.811,92 0,03
30.000,00 - 44.999, 99,14 0,68,544.881,18 0,17
45.000,00 - 59.999,99,50 2,44,2.717.484,95 0,86
60.000,00 - 74.999,99,107 5,23,7.332.425,10 2,32
75.000,00 - 89.999,99,146 7,14,12.051.476,25 3,81
90.000,00 - 104.999,99,158 7,72,15.415.028,11 4,87
105.000,00 - 119.99999,192 9,38,21.557.192,08 6,81
120.000,00 - 134.999,99,231 11,29,29.622.690,52 9,36
135.000,00 - 149.999,99,244 11,93,34.858.326,58 11,01
150.000,00 - 164.999,99,185 9,04,29.147.903,43 9,21
165.000,00 - 179.999,99,176 8,60,30.280.650,62 9,57
180.000,00 - 194.999,99,125 6,11,23.438.419,06 7,41
195.000,00 - 209.999,99,83 4,06,16.796.955,13 5,31
210.000,00 - 224.999,99,67 3,27,14.598.938,47 4,61
225.000,00 - 239.999,99,55 2,69,12.775.400,98 4,04
240.000,00 - 254.999,99,46 2,25,11.382.508,31 3,60
255.000,00 - 269.999,99,30 1,47,7.824.439,20 2,47
270.000,00 - 284.999,99,16 0,78,4.437.062,15 1,40
285.000,00 - 299.999,99,25 1,22,7.314.554,65 2,31
300.000,00 - 314.999,99,22 1,08,6.735.952,99 2,13
315.000,00 - 329.999,99,22 1,08,7.034.540,36 2,22
330.000,00 - 344.999,99,11 0,54,3.712.570,80 1,17
345.000,00 - 359.999,99,6 0,29,2.112.096,52 0,67
360.000,00 - 374.999,99,4 0,20,1.457.054,37 0,46
375.000,00 - 389.999,99,5 0,24,1.901.486,15 0,60
390.000,00 - 404.999,99,3 0,15,1.191.898,39 0,38
405.000,00 - 419.999,99,2 0,10,829.269,21 0,26
420.000,00 - 434.999,99,2 0,10,863.874,51 0,27
435.000,00 - 449.999,99,2 0,10,875.828,33 0,28
450.000,00 - 464.999,99,2 0,10,922.261,57 0,29
465.000,00 - 479.999,99,1 0,05,465.204,40 0,15
480.000,00 - 494.999,99,1 0,05,492.883,05 0,16
495.000,00 - 509.999,99,1 0,05,508.703,80 0,16
510.000,00 - 524.999,99,1 0,05,517.202,32 0,16
525.000,00 - 539.999,99,1 0,05,533.023,15 0,17
540.000,00 - 554.999,99,1 0,05,544.059,83 0,17
555.000,00 - 569.999,99,1 0,05,559.634,40 0,18
675.000,00 - 689.999,99,1 0,05,672.279,02 0,21
720.000,00 - 734.999,99,1 0,05,716.064,95 0,23
,1 0,05,769.602,00 0,24
