Cartera de préstamos hipotecarios al día 03.01.2005
Clasificación por fecha de vencimiento final,,,
Año de vencimiento
final,Préstamos
%,Principal pendiente
(euros) %,Vida Residual *
Meses Fecha
2019,4 0,20,539.574,26 0,17,169,4633 17/02/2019
2020,4 0,20,174.098,25 0,06,184,1270 8/05/2020
2021,8 0,39,720.962,11 0,23,198,2680 13/07/2021
2022,8 0,39,822.930,31 0,26,210,4934 20/07/2022
2023,107 5,23,14.854.805,62 4,69,222,9864 4/08/2023
2024,8 0,39,866.120,49 0,27,231,2544 12/04/2024
2025,19 0,93,1.439.508,52 0,45,244,6327 24/05/2025
2026,22 1,08,2.792.622,46 0,88,257,1778 10/06/2026
2027,23 1,12,4.158.860,35 1,31,270,7887 29/07/2027
2028,240 11,73,33.961.813,43 10,73,282,6704 25/07/2028
2029,22 1,08,3.062.623,06 0,97,290,8550 31/03/2029
2030,27 1,32,3.037.235,98 0,96,307,4106 17/08/2030
2031,49 2,39,5.935.096,07 1,88,317,2325 12/06/2031
2032,81 3,96,12.379.461,36 3,91,331,5641 21/08/2032
2033,808 39,49,126.825.452,52 40,07,342,4520 18/07/2033
2034,87 4,25,15.881.887,63 5,02,349,4626 17/02/2034
2035,15 0,73,1.971.484,66 0,62,367,3720 16/08/2035
2036,18 0,88,2.626.730,34 0,83,377,6670 24/06/2036
2037,38 1,86,6.692.142,63 2,11,390,2890 13/07/2037
2038,384 18,77,67.608.270,79 21,36,402,6758 25/07/2038
2039,43 2,10,7.568.568,65 2,39,409,2557 11/02/2039
Total 2.046 100,00 316.490.124,67 100,00,,,
Media ponderada: 339,91 2/05/2033
Media simple: 333,63 23/10/2032
Mínimo: 99,19 10/04/2013
Máximo: 410,32 15/03/2039
*Vida residual (meses y fecha) son medias ponderadas por el principal pendiente.,,,
