Cartera de préstamos hipotecarios al día 03.01.2005
Clasificación por fecha de vencimiento final,,,
Año de vencimiento
final,Préstamos
%,Principal pendiente
(euros) %,Vida Residual *
Meses Fecha
2023,848 10,96,84.872.559,73 10,69,222,96 3/08/2023
2024,129 1,67,13.423.094,86 1,69,230,76 28/03/2024
2025,91 1,18,7.929.983,20 1,00,245,96 3/07/2025
2026,154 1,99,15.177.784,98 1,91,258,01 5/07/2026
2027,209 2,70,23.112.593,02 2,91,270,36 16/07/2027
2028,992 12,82,112.091.530,39 14,12,282,93 2/08/2028
2029,140 1,81,16.580.899,45 2,09,290,39 17/03/2029
2030,82 1,06,8.804.090,02 1,11,306,53 21/07/2030
2031,123 1,59,14.013.788,17 1,77,318,52 21/07/2031
2032,208 2,69,28.066.142,29 3,54,330,01 5/07/2032
2033,1.388 17,94,183.273.604,58 23,09,343,19 10/08/2033
2034,205 2,65,27.012.937,17 3,40,349,66 23/02/2034
2035,23 0,30,2.628.458,74 0,33,365,91 2/07/2035
2036,50 0,65,7.562.536,13 0,95,377,79 28/06/2036
2037,52 0,67,9.279.324,61 1,17,389,44 18/06/2037
2038,421 5,44,58.766.013,21 7,40,403,34 15/08/2038
2039,55 0,71,8.607.275,37 1,08,409,03 4/02/2039
Total 7.735 100,00 793.849.170,36 100,00,,,
Media ponderada: 279,53 20/04/2028
Media simple: 253,04 4/02/2026
Mínimo: 17,68 25/06/2006
Máximo: 408,72 15/03/2039
*Vida residual (meses y fecha) son medias ponderadas por el principal pendiente.,,,
