Carteradepréstamoshipotecariosaldía19.06.2013
Clasificaciónporfechaformalizacióndelpréstamo,,
Intervalodefechas,Préstamoshipotecarios
%,Principalpendiente
(euros) %
01.01.1994a30.06.1994,1 0,05,264.126,17 0,14
01.01.1997a30.06.1997,2 0,09,83.599,39 0,04
01.07.1997a31.12.1997,1 0,05,15.577,64 0,01
01.01.1998a30.06.1998,4 0,19,150.524,36 0,08
01.07.1998a31.12.1998,2 0,09,116.872,60 0,06
01.01.1999a30.06.1999,2 0,09,34.436,46 0,02
01.07.1999a31.12.1999,1 0,05,28.433,13 0,01
01.01.2000a30.06.2000,2 0,09,115.598,67 0,06
01.07.2000a31.12.2000,6 0,28,239.149,15 0,13
01.01.2001a30.06.2001,7 0,33,194.775,07 0,10
01.07.2001a31.12.2001,14 0,66,534.668,98 0,28
01.01.2002a30.06.2002,8 0,38,524.243,92 0,28
01.07.2002a31.12.2002,18 0,85,568.209,15 0,30
01.01.2003a30.06.2003,18 0,85,949.174,88 0,50
01.07.2003a31.12.2003,24 1,13,1.295.273,40 0,68
01.01.2004a30.06.2004,25 1,17,1.625.969,05 0,86
01.07.2004a31.12.2004,23 1,08,1.575.689,31 0,83
01.01.2005a30.06.2005,32 1,50,2.400.748,48 1,26
01.07.2005a31.12.2005,62 2,91,5.418.832,90 2,85
01.01.2006a30.06.2006,62 2,91,5.049.006,80 2,66
01.07.2006a31.12.2006,102 4,79,9.035.791,17 4,76
01.01.2007a30.06.2007,100 4,70,7.942.119,21 4,18
01.07.2007a31.12.2007,106 4,98,9.716.833,07 5,12
01.01.2008a30.06.2008,126 5,92,11.111.140,65 5,85
01.07.2008a31.12.2008,173 8,13,14.356.521,71 7,56
