Carteradepréstamoshipotecariosaldía19.06.2013
ClasificaciónporDeudor,,
,Préstamos
hipotecarios
%,Principalpendiente
(euros) %
Deudor1,1 0,047,479.722,69 0,253
Deudor2,2 0,094,415.212,77 0,219
Deudor3,1 0,047,355.380,18 0,187
Deudor4,1 0,047,341.436,36 0,180
Deudor5,1 0,047,337.535,15 0,178
Deudor6,1 0,047,334.310,38 0,176
Deudor7,1 0,047,331.213,15 0,174
Deudor8,2 0,094,317.729,25 0,167
Deudor9,1 0,047,315.294,49 0,166
Deudor10,1 0,047,315.086,39 0,166
Total10primerosdeudores,12 0,564,3.542.920,81 1,866
Totaldeudores:2.116 2.128 100,00 189.854.608,85 100,00,,
