Carteradepréstamoshipotecariosaldía19.06.2013
Clasificaciónporfechaformalizacióndelpréstamo,,
Intervalodefechas,Préstamoshipotecarios
%,Principalpendiente
(euros) %
01.01.2009a30.06.2009,161 7,57,14.147.770,93 7,45
01.07.2009a31.12.2009,220 10,34,20.496.645,57 10,80
01.01.2010a30.06.2010,291 13,67,29.557.494,65 15,57
01.07.2010a31.12.2010,257 12,08,26.434.428,20 13,92
01.01.2011a30.06.2011,97 4,56,8.614.322,14 4,54
01.07.2011a31.12.2011,137 6,44,13.436.908,53 7,08
01.01.2012a30.06.2012,44 2,07,3.819.723,51 2,01
Total 2.128 100,00 189.854.608,85 100,00,,
51,84 Meses Antigüedadmediaponderada
31.05.1994 228,79 Meses Antigüedadmáxima
31.05.2012 12,62 Meses Antigüedadmínima,,
