Elaborado con datos a 23/05/2008,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 6, FTA.
(División por Tipo de Interés Actual)
,
,TIPO ACTUAL
VENCIMIENTO INICIAL VENCIMIENTO RESIDUAL
TIPO DE INTERÉS SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR
ACTUAL EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
SALDO INICIAL (meses) SALDO ACTUAL (meses)
ACTUAL
,3,00 - 3,50 1 191.816,90 0,01 420 373 3,40 3,396 3,396
3,50 - 4,00 2 92.877,95 0,01 240 217 3,95 3,950 3,950
4,00 - 4,50 13 1.588.573,83 0,09 297 267 4,28 4,000 4,450
4,50 - 5,00 2.193 298.730.457,49 17,05 354 327 4,88 4,500 4,999
5,00 - 5,50 8.910 1.099.969.429,52 62,77 352 319 5,21 5,000 5,499
5,50 - 6,00 4.344 313.968.176,30 17,92 323 267 5,65 5,500 5,998
6,00 - 6,50 754 35.786.252,95 2,04 286 199 6,09 6,000 6,498
6,50 - 7,00 33 1.458.496,03 0,08 248 182 6,62 6,500 6,998
7,00 - 7,50 7 206.840,72 0,01 177 128 7,34 7,166 7,498
7,50 - 8,00 2 94.627,26 0,01 240 208 7,68 7,647 7,725
8,00 - 8,50 8 220.336,61 0,01 174 139 8,26 8,123 8,475
,TOTALES 16.267 1.752.307.885,56 100,00 346 309 5,25 3,396 8,475
65,
