Elaborado con datos a 23/05/2008,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 6, FTA.
(División por Tipo de Referencia y margen),
,,
,VENCIMIENTO INICIAL VENCIMIENTO RESIDUAL TIPO DIFERENCIAL
SALDO ACTUAL SALDO Min. TIPO Máx. TIPO
TIPO REFERENCIA Y MARGEN NUM PONDERADO POR PONDERADO POR PONDERADO POR
EUROS ACTUAL % ACTUAL ACTUAL
SALDO INICIAL (meses) SALDO ACTUAL (meses) SALDO ACTUAL,
,TOTALES CECA 59 1.998.151,27 0,11 278 139 0,03 6,000 7,250
0,00 - 0,50 58 1.974.332,36 98,81 279 140 0,02 6,000 6,500
1,00 - 1,50 1 23.818,91 1,19 240 94 1,00 7,250 7,250
TOTALES EURIBOR UN AÑO 13.637 1.633.401.526,34 93,21 351 318 0,65 3,396 8,475
0,00 - 0,50 2.821 408.803.328,11 25,03 350 326 0,43 4,500 5,547
0,50 - 1,00 8.481 1.014.844.881,68 62,13 353 318 0,65 3,396 5,768
1,00 - 1,50 2.152 198.572.566,42 12,16 348 306 1,09 4,250 6,250
1,50 - 2,00 156 9.856.075,16 0,60 276 234 1,52 5,753 6,616
2,00 - 2,50 15 951.686,06 0,06 243 211 2,00 6,349 6,725
2,50 - 3,00 3 93.706,89 0,01 188 151 2,50 6,998 7,225
3,00 - 3,50 2 94.627,26 0,01 240 208 3,00 7,647 7,725
3,50 - 4,00 7 184.654,76 0,01 172 143 3,71 8,123 8,475
TOTALES IRPH CAJAS 1.843 91.281.382,82 5,21 280 195 0,16 4,250 8,179
-0,50 - 0,00 8 340.570,25 0,37 242 124 -0,25 5,250 5,250
0,00 - 0,50 1.577 80.731.445,36 88,44 282 198 0,11 4,250 6,000
0,50 - 1,00 234 9.247.160,89 10,13 271 174 0,52 5,887 6,398
1,00 - 1,50 14 658.783,55 0,72 277 235 1,01 6,464 6,648
1,50 - 2,00 5 162.236,58 0,18 179 141 1,50 6,887 6,998
2,00 - 2,50 4 105.504,34 0,12 141 106 2,00 7,429 7,498
2,50 - 3,00 1 35.681,85 0,04 180 121 2,75 8,179 8,179
TOTALES MIBOR UN AÑO 728 25.626.825,13 1,46 250 122 1,11 4,750 6,750
0,00 - 0,50 1 80.652,98 0,31 300 208 0,00 4,750 4,750
0,50 - 1,00 110 4.687.930,87 18,29 260 135 0,69 4,842 5,750
1,00 - 1,50 464 14.957.572,79 58,37 235 110 1,09 5,248 6,250
1,50 - 2,00 150 5.792.984,65 22,61 280 142 1,51 5,748 6,500
2,00 - 2,50 3 107.683,84 0,42 270 126 2,00 6,342 6,750,
,TOTALES 16.267 1.752.307.885,56 100,00 346 309 3,396 8,475,
64,,
