Elab,,008,
,,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 6, FTA.
(División por Ratio Saldo Actual/Tasación),,
,,,
,TIPO ACTUAL RATIO SALDO
SALDO VENCIMIENTO INICIAL VENCIMIENTO RESIDUAL
RATIO SALDO SALDO ACTUAL PONDERADO ACTUAL/ TASACION Min. TIPO Máx. TIPO
NUM ACTUAL PONDERADO POR PONDERADO POR
ACTUAL/TASACION EUROS POR SALDO PONDERADO POR ACTUAL ACTUAL
% SALDO INICIAL (meses) SALDO ACTUAL (meses)
ACTUAL SALDO ACTUAL,,
,0,00 - 10,00 142 2.232.721,05 0,13 189 133 5,39 7,60 4,749 8,475
10,00 - 20,00 691 22.546.087,08 1,29 213 164 5,30 15,93 4,500 8,397
20,00 - 30,00 1.358 66.357.230,01 3,79 241 189 5,27 25,83 3,950 7,464
30,00 - 40,00 1.677 112.500.453,14 6,42 273 227 5,25 35,36 4,000 6,416
40,00 - 50,00 1.807 156.871.182,44 8,95 299 255 5,23 45,49 3,950 8,255
50,00 - 60,00 2.183 218.319.882,91 12,46 316 273 5,23 55,17 4,306 8,166
60,00 - 70,00 2.588 286.021.228,84 16,32 330 286 5,24 65,40 4,250 8,397
70,00 - 80,00 3.046 427.164.692,09 24,38 368 336 5,20 75,22 3,396 7,725
80,00 - 90,00 1.154 179.006.729,35 10,22 392 361 5,31 85,73 4,250 8,248
90,00 - 100,00 1.621 281.287.678,65 16,05 415 390 5,34 95,11 4,673 6,293,,
,TOTALES 16.267 1.752.307.885,56 100,00 346 309 5,25 67,44 3,396 8,475,,
71,,,
