Elaborado con datos a 23/05/2008,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN TDA IBERCAJA 6, FTA.
(División por Fecha de Formalización)
,
,TIPO ACTUAL
VENCIMIENTO INICIAL VENCIMIENTO RESIDUAL
FECHA SALDO ACTUAL SALDO PONDERADO Min. TIPO Máx. TIPO
NUM PONDERADO POR PONDERADO POR
FORMALIZACION EUROS ACTUAL % POR SALDO ACTUAL ACTUAL
SALDO INICIAL (meses) SALDO ACTUAL (meses)
ACTUAL
,1992 1 151.955,21 0,01 274 78 5,00 5,003 5,003
1993 2 82.587,36 0,00 268 91 5,51 5,223 5,750
1994 4 140.367,20 0,01 306 139 5,26 4,899 5,547
1995 3 170.285,58 0,01 366 209 5,43 5,103 5,500
1996 384 16.131.037,61 0,92 287 145 5,75 4,306 7,250
1997 497 18.233.321,13 1,04 260 129 5,64 4,703 6,500
1998 690 24.562.467,10 1,40 251 133 5,57 4,706 6,250
1999 529 22.565.330,48 1,29 264 157 5,53 4,500 6,500
2000 556 29.249.639,18 1,67 272 178 5,52 4,703 6,500
2001 924 55.174.277,00 3,15 274 193 5,49 4,150 6,500
2002 1.212 87.242.326,36 4,98 285 216 5,37 4,500 6,166
2003 1.157 94.965.496,96 5,42 296 238 5,33 4,250 8,179
2004 1.394 148.124.642,53 8,45 322 276 5,27 3,396 8,166
2005 2.298 307.104.490,13 17,53 338 304 5,23 4,250 8,475
2006 5.361 767.649.671,97 43,81 374 352 5,19 3,950 8,397
2007 1.255 180.759.989,76 10,32 389 374 5,18 4,700 6,475
,TOTALES 16.267 1.752.307.885,56 100,00 346 309 5,25 3,396 8,475
63,
