Elab,,mbre de 2006,,,
,,,,,
,CARTERA AUDITADA DERECHOS DE CRÉDITO, EMISIÓN FTPYME TDA CAM 4
(División por Saldo Actual),,,,
,,,,,
,VENCIMIENTO VENCIMIENTO
TIPO ACTUAL
INICIAL RESIDUAL
SALDO ACTUAL SALDO PONDERADO SALDO ACTUAL Min. TIPO Máx. TIPO
SALDO ACTUAL EUROS NUM PONDERADO PONDERADO
EUROS ACTUAL % POR SALDO MEDIO ACTUAL ACTUAL
POR SALDO POR SALDO
ACTUAL
INICIAL (meses) ACTUAL (meses),,,,
,Inferior - 100.000,00 9.858 4 09.575.853,44 21,11 163 128 4,220 58.727,42,,0,000,8,250,
,100.000,00 - 200.000,00 3.120 4 36.976.274,71 22,52 217 190 3,980 145.607,39 0,000 6,500
200.000,00 - 300.000,00 941 2 24.611.195,21 11,58 191 167 3,950 241.712,39 2,670 6,039
300.000,00 - 400.000,00 315 1 07.315.300,04 5,53 145 122 3,970 343.220,18 2,750 7,750
400.000,00 - 500.000,00 169 7 4.648.987,19 3,85 115 93 3,960 443.500,55 2,750 5,500
500.000,00 - 600.000,00 98 5 3.001.091,91 2,73 120 94 4,020 542.516,39 2,864 5,512
600.000,00 - 700.000,00 76 4 8.351.984,45 2,49 72 54 4,030 637.830,95 2,750 5,039
700.000,00 - 800.000,00 64 4 7.632.043,40 2,45 109 91 3,830 745.313,30 2,700 5,351
800.000,00 - 900.000,00 35 2 9.483.557,98 1,52 70 54 4,050 843.567,00 3,187 4,721
900.000,00 - 1.000.000,00 37 3 4.801.808,80 1,79 85 67 3,920 941.490,78 3,000 5,250
1.000.000,00 - 1.100.000,00 28 2 8.886.588,56 1,49 68 51 4,100 1.032.707,38 3,152 5,039
1.100.000,00 - 1.200.000,00 17 1 9.454.563,29 1,00 82 62 3,910 1.145.191,42 3,100 5,100
1.200.000,00 - 1.300.000,00 27 3 3.365.547,82 1,72 65 47 3,810 1.236.545,06 2,750 4,750
1.300.000,00 - 1.400.000,00 17 2 2.546.360,32 1,16 55 39 4,170 1.326.806,48 3,690 5,500
1.400.000,00 - 1.500.000,00 25 3 5.920.745,45 1,85 67 53 4,150 1.437.442,03 2,900 5,512
1.500.000,00 - 1.600.000,00 24 3 6.496.913,01 1,88 72 55 3,920 1.521.070,51 2,600 4,900
1.600.000,00 - 1.700.000,00 6 9 .818.012,45 0,51 57 37 4,150 1.636.945,24 3,653 4,917
1.700.000,00 - 1.800.000,00 8 1 3.821.495,00 0,71 34 18 3,810 1.728.139,55 3,250 4,721
1.800.000,00 - 1.900.000,00 12 2 2.268.119,25 1,15 43 24 4,010 1.856.313,40 3,164 4,889
1.900.000,00 - 2.000.000,00 9 1 7.695.951,90 0,91 99 83 4,020 1.966.368,92 3,150 4,715
2.000.000,00 - 2.100.000,00 15 3 0.126.062,43 1,55 74 60 3,910 2.008.647,30 2,950 5,750
2.100.000,00 - 2.200.000,00 5 1 0.676.159,27 0,55 81 54 4,270 2.135.517,73 3,975 4,500
2.200.000,00 - 2.300.000,00 4 9 .052.927,89 0,47 53 37 4,280 2.263.645,64 4,130 4,500
2.300.000,00 - 2.400.000,00 4 9 .372.805,61 0,48 70 55 3,930 2.343.683,58 3,500 4,289
2.400.000,00 - 2.500.000,00 3 7 .209.048,00 0,37 32 23 3,210 2.403.017,96 2,600 3,567
2.500.000,00 - 2.600.000,00 5 1 2.686.963,09 0,65 52 33 3,990 2.537.795,39 3,220 4,539
2.600.000,00 - 2.700.000,00 5 1 3.209.536,90 0,68 59 43 4,100 2.642.179,41 3,250 4,558
2.700.000,00 - 2.800.000,00 1 2 .732.215,45 0,14 36 19 4,190 2.732.215,45 4,189 4,189
2.800.000,00 - 2.900.000,00 3 8 .602.078,58 0,44 60 49 4,140 2.867.470,98 2,900 4,750
2.900.000,00 - 3.000.000,00 8 2 3.508.016,44 1,21 109 85 3,950 2.939.011,29 3,250 4,639
3.000.000,00 - 3.100.000,00 12 3 6.040.180,52 1,86 43 21 3,810 3.003.364,12 2,900 4,750
3.100.000,00 - 3.200.000,00 3 9 .353.815,83 0,48 56 38 4,460 3.118.093,34 4,251 4,715
3.200.000,00 - 3.300.000,00 3 9 .769.000,06 0,50 31 12 3,990 3.256.417,36 3,850 4,117
3.300.000,00 - 3.400.000,00 1 3 .374.985,77 0,17 24 10 4,010 3.374.985,77 4,014 4,014
3.400.000,00 - 3.500.000,00 1 3 .431.785,23 0,18 60 32 4,410 3.431.785,23 4,408 4,408
3.500.000,00 - 3.600.000,00 5 1 7.604.920,82 0,91 45 23 3,850 3.521.323,43 3,250 4,465
3.600.000,00 - 3.700.000,00 1 3 .606.477,48 0,19 36 31 4,020 3.606.477,48 4,020 4,020
3.700.000,00 - 3.800.000,00 2 7 .450.000,00 0,38 48 28 3,960 3.725.167,79 3,871 4,039
4.000.000,00 - 4.100.000,00 4 16.000.000,00 0,82 79 69 4,000 4.000.000,00 3,450 4,525,,,,
,TOTAL 14.971 1.940.479.374 100 143 119 4,030 712.050,76 0,000 8,250,,,,
75,,,,,
