FECHA DE FORMALIZACIÓN DE LOS PRÉSTAMOS HIPOTECARIOS
Préstamos
Intervalo Principal pendiente
Hipotecarios
(en euros) % nº %
1/01/1990 - 31/03/1990 26.059,19 0,00% 2 0,02%
1/04/1990 - 30/06/1990 135.613,87 0,01% 7 0,07%
1/07/1990 - 30/09/1990 318.793,82 0,02% 17 0,16%
1/10/1990 - 31/12/1990 407.761,02 0,03% 25 0,24%
1/07/1993 - 30/09/1993 67.363,68 0,00% 2 0,02%
1/04/1994 - 30/06/1994 41.148,37 0,00% 1 0,01%
1/01/1996 - 31/03/1996 95.262,55 0,01% 1 0,01%
1/10/1997 - 31/12/1997 25.305,35 0,00% 1 0,01%
1/01/1999 - 31/03/1999 50.299,58 0,00% 1 0,01%
1/04/1999 - 30/06/1999 34.663,79 0,00% 1 0,01%
1/07/2000 - 30/09/2000 105.141,08 0,01% 3 0,03%
1/10/2000 - 31/12/2000 404.560,84 0,03% 4 0,04%
1/01/2001 - 31/03/2001 218.600,86 0,02% 5 0,05%
1/04/2001 - 30/06/2001 233.379,83 0,02% 5 0,05%
1/07/2001 - 30/09/2001 249.515,52 0,02% 5 0,05%
1/10/2001 - 31/12/2001 388.690,34 0,03% 5 0,05%
1/01/2002 - 31/03/2002 287.433,58 0,02% 4 0,04%
1/04/2002 - 30/06/2002 503.814,90 0,04% 8 0,08%
1/07/2002 - 30/09/2002 918.549,36 0,07% 7 0,07%
1/10/2002 - 31/12/2002 1.311.457,65 0,09% 13 0,12%
1/01/2003 - 31/03/2003 2.153.528,84 0,15% 18 0,17%
1/04/2003 - 30/06/2003 2.958.158,43 0,21% 23 0,22%
1/07/2003 - 30/09/2003 1.929.106,23 0,14% 20 0,19%
1/10/2003 - 31/12/2003 2.672.810,37 0,19% 23 0,22%
1/01/2004 - 31/03/2004 6.789.687,37 0,49% 47 0,45%
1/04/2004 - 30/06/2004 17.256.099,95 1,24% 137 1,30%
1/07/2004 - 30/09/2004 18.030.595,25 1,29% 149 1,42%
1/10/2004 - 31/12/2004 34.248.289,47 2,46% 240 2,29%
1/01/2005 - 31/03/2005 58.791.633,81 4,22% 432 4,11%
1/04/2005 - 30/06/2005 412.180.875,60 29,60% 3.219 30,65%
1/07/2005 - 30/09/2005 489.249.207,97 35,13% 3.769 35,89%
1/10/2005 - 30/11/2005 340.503.789,96 24,45% 2.308 21,98%
100,00 100,00
Totales:
1.392.587.198,43 % 10.502 %
