FECHAS DE VENCIMIENTO DE
LOS PRÉSTAMOS ASOCIADOS CON HIPOTECA DE SEGUNDO RANGO
Préstamos Asociados
Intervalo anual Principal pendiente con Hipoteca de
Segundo Rango
(miles de euros salvo
el total) % nº %
2018 13.874,43 0,20% 1 0,66%
2025 99.781,61 1,47% 2 1,32%
2026 12.527,61 0,18% 1 0,66%
2028 41.791,50 0,61% 2 1,32%
2030 146.076,01 2,15% 4 2,63%
2032 39.334,89 0,58% 2 1,32%
2033 155.651,96 2,29% 6 3,95%
2034 32.295,43 0,47% 2 1,32%
2035 2.060.806,83 30,29% 44 28,95%
2037 41.240,00 0,61% 1 0,66%
2040 696.619,30 10,24% 16 10,53%
2045 3.462.901,51 50,90% 71 46,71%
Totales: 6.802.901,08 100,00% 152 100,00%
