PRINCIPAL PENDIENTE DE LOS PRÉSTAMOS ASOCIADOS CON HIPOTECA DE SEGUNDO
RANGO DESGLOSADOS POR PROVINCIAS
Préstamos
Asociados con
Provincias Principal pendiente
Hipoteca de
Segundo Rango
(en euros) % nº %
ALICANTE 293.067,05 4,31% 6 3,95%
ALMERÍA 58.080,00 0,85% 1 0,66%
BADAJOZ 82.334,02 1,21% 1 0,66%
BALEARES 778.349,55 11,44% 20 13,16%
BARCELONA 839.029,30 12,33% 18 11,84%
CÁDIZ 113.746,36 1,67% 3 1,97%
CANTABRIA 49.538,62 0,73% 1 0,66%
CASTELLÓN 181.755,07 2,67% 4 2,63%
CÓRDOBA 103.081,05 1,52% 2 1,32%
GIRONA 131.466,18 1,93% 3 1,97%
GRANADA 113.573,20 1,67% 2 1,32%
GUADALAJARA 93.841,99 1,38% 2 1,32%
HUELVA 41.800,00 0,61% 1 0,66%
LA CORUÑA 106.149,91 1,56% 3 1,97%
LAS PALMAS 189.370,95 2,78% 4 2,63%
MADRID 1.959.564,03 28,80% 45 29,61%
MÁLAGA 683.230,65 10,04% 14 9,21%
MURCIA 55.009,68 0,81% 1 0,66%
PONTEVEDRA 93.696,42 1,38% 2 1,32%
SEVILLA 142.565,95 2,10% 3 1,97%
TARRAGONA 129.219,24 1,90% 2 1,32%
TENERIFE 147.528,51 2,17% 4 2,63%
TOLEDO 187.100,00 2,75% 4 2,63%
VALENCIA 140.641,69 2,07% 4 2,63%
VALLADOLID 44.061,66 0,65% 1 0,66%
ZARAGOZA 45.100,00 0,66% 1 0,66%
Totales: 6.802.901,08 100,00% 152 100,00%
