FECHAS DE VENCIMIENTO DE LOS PRÉSTAMOS ASOCIADOS NO HIPOTECARIOS
Préstamos Asociados
Intervalo anual Principal pendiente
No Hipotecarios
(en euros) % nº %
2010 5.968,17 0,01% 1 0,03%
2015 41.949,72 0,05% 3 0,08%
2016 7.983,50 0,01% 1 0,03%
2020 55.079,08 0,07% 4 0,11%
2021 43.264,52 0,05% 2 0,05%
2024 72.459,85 0,09% 4 0,11%
2025 596.341,81 0,75% 46 1,23%
2026 49.822,06 0,06% 3 0,08%
2027 205.114,75 0,26% 9 0,24%
2028 145.419,35 0,18% 10 0,27%
2029 172.689,28 0,22% 9 0,24%
2030 2.335.580,74 2,92% 117 3,13%
2031 133.616,47 0,17% 11 0,29%
2032 205.127,58 0,26% 9 0,24%
2033 1.084.564,00 1,36% 60 1,60%
2034 1.819.608,30 2,28% 93 2,49%
2035 19.708.569,73 24,67% 999 26,71%
2036 1.306.117,51 1,63% 52 1,39%
2037 1.589.524,15 1,99% 70 1,87%
2038 1.928.598,32 2,41% 83 2,22%
2039 3.818.159,76 4,78% 177 4,73%
2040 33.350.561,94 41,75% 1.479 39,55%
2044 35.617,34 0,04% 3 0,08%
2045 11.175.394,68 13,99% 495 13,24%
Totales: 79.887.132,61 100,00% 3.740 100,00%
