FECHA DE FORMALIZACIÓN DE
LOS PRÉSTAMOS ASOCIADOS CON HIPOTECA DE SEGUNDO RANGO
Préstamos Asociados
Intervalo Principal pendiente con Hipoteca de
Segundo Rango
(en euros) % nº %
1/10/2002 - 31/12/2002 93.305,46 1,37% 4 2,63%
1/01/2003 - 31/03/2003 54.451,98 0,80% 3 1,97%
1/04/2003 - 30/06/2003 34.145,15 0,50% 1 0,66%
1/07/2003 - 30/09/2003 25.306,95 0,37% 2 1,32%
1/10/2003 - 31/12/2003 42.096,42 0,62% 1 0,66%
1/01/2004 - 31/03/2004 14.392,53 0,21% 1 0,66%
1/10/2004 - 31/12/2004 86.217,47 1,27% 3 1,97%
1/01/2005 - 31/03/2005 244.369,49 3,59% 9 5,92%
1/04/2005 - 30/06/2005 384.079,37 5,65% 9 5,92%
1/07/2005 - 30/09/2005 962.136,58 14,14% 20 13,16%
1/10/2005 - 30/10/2005 4.862.399,68 71,48% 99 65,13%
Totales: 6.802.901,08 100,00% 152 100,00%
