FECHAS DE VENCIMIENTO DE LOS PRÉSTAMOS HIPOTECARIOS
Préstamos
Intervalo anual Principal pendiente
Hipotecarios
(miles de euros salvo
el total en euros) % nº %
2008 18.535,15 0,00% 2 0,02%
2009 21.295,54 0,00% 2 0,02%
2010 400.178,63 0,03% 26 0,25%
2011 73.471,89 0,01% 5 0,05%
2012 755.727,74 0,05% 19 0,18%
2013 212.454,22 0,02% 8 0,08%
2014 458.700,62 0,03% 7 0,07%
2015 4.024.476,97 0,29% 84 0,80%
2016 148.501,82 0,01% 5 0,05%
2017 2.284.457,50 0,16% 29 0,28%
2018 912.739,01 0,07% 11 0,10%
2019 680.136,46 0,05% 7 0,07%
2020 16.457.574,28 1,18% 200 1,90%
2021 1.145.619,60 0,08% 13 0,12%
2022 850.669,51 0,06% 11 0,10%
2023 2.516.674,66 0,18% 19 0,18%
2024 3.609.166,14 0,26% 30 0,29%
2025 40.235.781,24 2,89% 398 3,79%
2026 1.699.115,41 0,12% 17 0,16%
2027 5.940.209,19 0,43% 48 0,46%
2028 4.701.143,63 0,34% 34 0,32%
2029 4.361.014,24 0,31% 34 0,32%
2030 82.126.565,07 5,90% 625 5,95%
2031 3.736.083,90 0,27% 32 0,30%
2032 5.984.831,87 0,43% 49 0,47%
2033 12.689.082,81 0,91% 112 1,07%
2034 36.876.665,88 2,65% 268 2,55%
2035 614.716.276,65 44,14% 4.195 39,94%
2036 11.819.647,22 0,85% 89 0,85%
2037 15.882.841,70 1,14% 119 1,13%
2038 18.059.479,75 1,30% 141 1,34%
2039 39.758.655,51 2,86% 330 3,14%
2040 337.382.273,54 24,23% 2.645 25,19%
2044 782.746,00 0,06% 5 0,05%
2045 121.264.405,08 8,71% 883 8,41%
Totales: 1.392.587.198,43 100,00% 10.502 100,00%
