,,,,Serie AG,,,,,,,,,Serie B,,,,,,,,,Serie C,,,,,,,,,Serie D,,,,,,,
,TACP(4%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EUR 3m + 0.5%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 5.0%,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fecha de,,,,,,,,,Total Flu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Principal,,,Intereses,,,,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,
,Pago,,,,,,,,,jos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Jun-09,,,5,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21-Sep-09,,,2.501,18 €,,,427,29 €,,,2.928,47 €,,,- €,,,500,62 €,,,500,62 €,,,- €,,,793,96 €,,,793,96 €,,,- €,,,1.527,29 €,,,1.527,29 €,
,21-Dec-09,,,2.546,34 €,,,433,76 €,,,2.980,11 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,22-Mar-10,,,2.595,44 €,,,422,43 €,,,3.017,87 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Jun-10,,,2.795,49 €,,,410,89 €,,,3.206,37 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Sep-10,,,2.760,61 €,,,398,45 €,,,3.159,06 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Dec-10,,,2.724,97 €,,,386,17 €,,,3.111,13 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Mar-11,,,2.688,76 €,,,374,04 €,,,3.062,80 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Jun-11,,,2.651,64 €,,,362,08 €,,,3.013,72 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Sep-11,,,2.610,29 €,,,354,14 €,,,2.964,42 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Dec-11,,,2.569,56 €,,,338,67 €,,,2.908,24 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
