,,,Serie AG,,,,,,,,,Serie B,,,,,,,,,Serie C,,,,,,,,,Serie D,,,,,,,,
,TACP(8%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EUR 3m + 0.5%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 5.0%,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fecha de Pago,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Jun-09,,,4,82,,,3,72,,,4,73,,,11,99,,,6,13,,,10,82,,,11,99,,,6,13,,,10,33,,,11,99,,,6,13,,,9,46,
,21-Sep-09,,,3.451,15 €,,,427,29 €,,,3.878,44 €,,,- €,,,500,62 €,,,500,62 €,,,- €,,,793,96 €,,,793,96 €,,,- €,,,1.527,29 €,,,1.527,29 €,
,21-Dec-09,,,3.439,47 €,,,429,54 €,,,3.869,01 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,22-Mar-10,,,3.430,84 €,,,414,23 €,,,3.845,07 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Jun-10,,,3.572,23 €,,,398,97 €,,,3.971,20 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Sep-10,,,3.481,18 €,,,383,08 €,,,3.864,25 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Dec-10,,,3.391,58 €,,,367,59 €,,,3.759,17 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Mar-11,,,3.303,21 €,,,352,50 €,,,3.655,71 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Jun-11,,,3.215,54 €,,,337,81 €,,,3.553,34 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Sep-11,,,3.125,39 €,,,327,06 €,,,3.452,45 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Dec-11,,,3.037,55 €,,,309,60 €,,,3.347,14 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Mar-12,,,2.935,96 €,,,296,08 €,,,3.232,04 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Jun-12,,,2.835,14 €,,,286,13 €,,,3.121,27 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Sep-12,,,2.738,69 €,,,273,38 €,,,3.012,07 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Dec-12,,,2.650,49 €,,,258,22 €,,,2.908,71 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Mar-13,,,2.569,17 €,,,243,72 €,,,2.812,90 €,,,- €,,,515,00 €,,,515,00 €,,,- €,,,815,00 €,,,815,00 €,,,- €,,,1.565,00 €,,,1.565,00 €,
,20-Jun-13,,,2.492,61 €,,,237,58 €,,,2.730,20 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Sep-13,,,2.407,11 €,,,226,37 €,,,2.633,48 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Dec-13,,,2.324,38 €,,,213,20 €,,,2.537,58 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Mar-14,,,2.247,36 €,,,200,63 €,,,2.447,99 €,,,- €,,,515,00 €,,,515,00 €,,,- €,,,815,00 €,,,815,00 €,,,- €,,,1.565,00 €,,,1.565,00 €,
,20-Jun-14,,,2.170,17 €,,,194,98 €,,,2.365,15 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,22-Sep-14,,,2.101,55 €,,,189,25 €,,,2.290,80 €,,,- €,,,537,89 €,,,537,89 €,,,- €,,,851,22 €,,,851,22 €,,,- €,,,1.634,56 €,,,1.634,56 €,
,22-Dec-14,,,2.027,53 €,,,173,86 €,,,2.201,39 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Mar-15,,,1.947,15 €,,,159,40 €,,,2.106,56 €,,,- €,,,503,56 €,,,503,56 €,,,- €,,,796,89 €,,,796,89 €,,,- €,,,1.530,22 €,,,1.530,22 €,
,22-Jun-15,,,1.886,09 €,,,161,32 €,,,2.047,42 €,,,- €,,,537,89 €,,,537,89 €,,,- €,,,851,22 €,,,851,22 €,,,- €,,,1.634,56 €,,,1.634,56 €,
,21-Sep-15,,,1.828,49 €,,,147,79 €,,,1.976,28 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Dec-15,,,1.774,49 €,,,139,65 €,,,1.914,14 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Mar-16,,,1.712,82 €,,,131,76 €,,,1.844,57 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Jun-16,,,1.652,02 €,,,124,14 €,,,1.776,15 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
