,,,Serie AG,,,,,,,,,Serie B,,,,,,,,,Serie C,,,,,,,,,Serie D,,,,,,,,
,TACP(8%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EUR 3m + 0.5%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 5.0%,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fecha de Pago,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20-Jun-18,,,1.309,04 €,,,71,67 €,,,1.380,71 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Sep-18,,,1.270,88 €,,,65,78 €,,,1.336,66 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Dec-18,,,1.234,35 €,,,59,42 €,,,1.293,76 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Mar-19,,,1.198,93 €,,,53,33 €,,,1.252,26 €,,,- €,,,515,00 €,,,515,00 €,,,- €,,,815,00 €,,,815,00 €,,,- €,,,1.565,00 €,,,1.565,00 €,
,20-Jun-19,,,1.164,31 €,,,49,12 €,,,1.213,43 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Sep-19,,,1.130,27 €,,,43,89 €,,,1.174,16 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Dec-19,,,1.094,74 €,,,38,38 €,,,1.133,12 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Mar-20,,,1.056,73 €,,,33,51 €,,,1.090,24 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,22-Jun-20,,,1.020,29 €,,,29,76 €,,,1.050,05 €,,,- €,,,537,89 €,,,537,89 €,,,- €,,,851,22 €,,,851,22 €,,,- €,,,1.634,56 €,,,1.634,56 €,
,21-Sep-20,,,983,99 €,,,24,27 €,,,1.008,26 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Dec-20,,,948,01 €,,,19,89 €,,,967,90 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,22-Mar-21,,,913,11 €,,,15,68 €,,,928,78 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Jun-21,,,2.610,40 €,,,11,61 €,,,2.622,01 €,,,100.000,00 €,,,520,72 €,,,100.520,72 €,,,100.000,00 €,,,824,06 €,,,100.824,06 €,,,100.000,00 €,,,1.582,39 €,,,101.582,39 €,
