,,,Serie AG,,,,,,,,,Serie B,,,,,,,,,Serie C,,,,,,,,,Serie D,,,,,,,,
,TACP(6%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EUR 3m + 0.5%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 0.8%,,,,,,,,,EUR 3m + 5.0%,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fecha de Pago,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,,,Principal,,,Intereses,,,Total Flujos,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Jun-09,,,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21-Sep-09,,,2.983,35 €,,,427,29 €,,,3.410,64 €,,,- €,,,500,62 €,,,500,62 €,,,- €,,,793,96 €,,,793,96 €,,,- €,,,1.527,29 €,,,1.527,29 €,
,21-Dec-09,,,3.001,93 €,,,431,62 €,,,3.433,55 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,22-Mar-10,,,3.023,79 €,,,418,26 €,,,3.442,05 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Jun-10,,,3.195,92 €,,,404,81 €,,,3.600,73 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Sep-10,,,3.134,19 €,,,390,59 €,,,3.524,78 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Dec-10,,,3.072,64 €,,,376,65 €,,,3.449,28 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,21-Mar-11,,,3.011,25 €,,,362,98 €,,,3.374,22 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Jun-11,,,2.949,58 €,,,349,58 €,,,3.299,16 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Sep-11,,,2.884,42 €,,,340,16 €,,,3.224,57 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Dec-11,,,2.820,57 €,,,323,63 €,,,3.144,20 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Mar-12,,,2.741,03 €,,,311,08 €,,,3.052,11 €,,,- €,,,520,72 €,,,520,72 €,,,- €,,,824,06 €,,,824,06 €,,,- €,,,1.582,39 €,,,1.582,39 €,
,20-Jun-12,,,2.660,94 €,,,302,17 €,,,2.963,11 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
,20-Sep-12,,,2.584,25 €,,,290,20 €,,,2.874,45 €,,,- €,,,526,44 €,,,526,44 €,,,- €,,,833,11 €,,,833,11 €,,,- €,,,1.599,78 €,,,1.599,78 €,
