E N M I L E S D E E U R O S,,,,,,,
PERFILES
RIESGO,GP,GR,SH,SA,PIG,DSC,TGT
MÓDULO A,0,,,0,0,0,3,0
MÓDULO B,0,,,0,0,0,0
MÓDULO C,0,,,0,0,30,30
MÓDULO D,0,,,0,0,1,6,0
MÓDULO E,0,,,0,0,1,6,0
MÓDULO F,0,,,0,0,1,6,2
MÓDULO G,0,,,0,0,4,5,3
MÓDULO H,0,150,150,30,240,1,6,2
MÓDULO I,10,150,150,30,240,1,6,2
MÓDULO J,20,190,190,30,300,3,6
MÓDULO K,30,220,220,60,300,3,6
MÓDULO L,40,220,220,60,300,6,12
MÓDULO M,50,240,240,60,300,6,12
MÓDULO N,70,240,240,90,300,18,18
MÓDULO O,100,300,300,120,300,18,18
MÓDULO P,130,300,300,180,300,18,18
MÓDULO Q,150,300,300,180,300,18,18
MÓDULO R,150,300,300,180,300,90,18
MÓDULO S,60,240,240,60,330,30,30
MÓDULO T,90,270,270,90,330,60,60
MÓDULO U,120,300,300,120,330,90,18
